,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Malcolm,Ciera,0.0,,,,,,,,,,,,,,,,
Caleb,Tony,1.0,0.0,,,,,,,,,,,,,,,
Caleb,Ciera,0.0,,,,,,,,,,,,,,,,
Tony,Ciera,0.0,,,,,,,,,,,,,,,,
Brad,Tai,,,1.0,1.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0
Brad,Sierra,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,
Brad,Debbie,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,
Brad,Hali,,,1.0,1.0,,,,0.0,,,,,,,,,
Brad,Caleb,,,0.0,,,,,,,,,,,,,,
Tai,Sierra,,,1.0,1.0,,,,1.0,1.0,1.0,0.0,0.0,,,,,
Tai,Debbie,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,
Tai,Hali,,,1.0,1.0,,,,0.0,,,,,,,,,
Tai,Caleb,,,0.0,,,,,,,,,,,,,,
Sierra,Debbie,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,
Sierra,Hali,,,1.0,1.0,,,,0.0,,,,,,,,,
Sierra,Caleb,,,0.0,,,,,,,,,,,,,,
Debbie,Hali,,,1.0,1.0,,,,0.0,,,,,,,,,
Debbie,Caleb,,,0.0,,,,,,,,,,,,,,
Brad,Aubry,,,,0.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
Brad,Michaela,,,,0.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,
Brad,Jeff,,,,0.0,,,,,,,,,,,,,
Brad,Sandra,,,,0.0,,,,,,,,,,,,,
Brad,J.T.,,,,0.0,,,,,,,,,,,,,
Brad,Malcolm,,,,0.0,,,,,,,,,,,,,
Tai,Aubry,,,,0.0,,,,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,
Tai,Michaela,,,,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,,,,
Tai,Jeff,,,,0.0,,0.0,,,,,,,,,,,
Tai,Sandra,,,,0.0,,0.0,,,,,,,,,,,
Tai,J.T.,,,,0.0,,,,,,,,,,,,,
Tai,Malcolm,,,,0.0,,,,,,,,,,,,,
Aubry,Sierra,,,,0.0,,,,1.0,0.0,0.0,1.0,0.0,,,,,
Aubry,Debbie,,,,0.0,,,,1.0,0.0,0.0,,,,,,,
Aubry,J.T.,,,,1.0,1.0,,,,,,,,,,,,
Michaela,Sierra,,,,0.0,,,,0.0,0.0,0.0,1.0,0.0,,,,,
Michaela,Debbie,,,,0.0,,,,0.0,0.0,0.0,,,,,,,
Michaela,J.T.,,,,1.0,0.0,,,,,,,,,,,,
Sierra,Jeff,,,,0.0,,,,,,,,,,,,,
Sierra,Sandra,,,,0.0,,,,,,,,,,,,,
Sierra,J.T.,,,,0.0,,,,,,,,,,,,,
Sierra,Malcolm,,,,0.0,,,,,,,,,,,,,
Debbie,Jeff,,,,0.0,,,,,,,,,,,,,
Debbie,Sandra,,,,0.0,,,,,,,,,,,,,
Debbie,J.T.,,,,0.0,,,,,,,,,,,,,
Debbie,Malcolm,,,,0.0,,,,,,,,,,,,,
Hali,J.T.,,,,0.0,,,,,,,,,,,,,
Jeff,J.T.,,,,1.0,0.0,,,,,,,,,,,,
Sandra,J.T.,,,,1.0,0.0,,,,,,,,,,,,
J.T.,Malcolm,,,,1.0,,,,,,,,,,,,,
Sarah,Tai,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0.0,1.0,0.0
Sarah,Andrea,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,
Sarah,Zeke,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,
Sarah,Ozzy,,,,,,1.0,1.0,1.0,0.0,,,,,,,,
Sarah,Jeff,,,,,,0.0,,,,,,,,,,,
Sarah,Sandra,,,,,,0.0,,,,,,,,,,,
Tai,Andrea,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,
Tai,Zeke,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,
Tai,Ozzy,,,,,,1.0,1.0,1.0,0.0,,,,,,,,
Andrea,Zeke,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,
Andrea,Ozzy,,,,,,1.0,1.0,1.0,1.0,,,,,,,,
Andrea,Jeff,,,,,,0.0,,,,,,,,,,,
Andrea,Sandra,,,,,,0.0,,,,,,,,,,,
Zeke,Ozzy,,,,,,1.0,1.0,1.0,0.0,,,,,,,,
Zeke,Jeff,,,,,,0.0,,,,,,,,,,,
Zeke,Sandra,,,,,,0.0,,,,,,,,,,,
Ozzy,Jeff,,,,,,0.0,,,,,,,,,,,
Ozzy,Sandra,,,,,,0.0,,,,,,,,,,,
Sarah,Debbie,,,,,,,1.0,1.0,1.0,0.0,,,,,,,
Andrea,Debbie,,,,,,,1.0,1.0,0.0,0.0,,,,,,,
Zeke,Debbie,,,,,,,1.0,1.0,1.0,0.0,,,,,,,
Debbie,Ozzy,,,,,,,1.0,1.0,0.0,,,,,,,,
Sarah,Brad,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Sarah,Troyzan,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Sarah,Aubry,,,,,,,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,
Sarah,Cirie,,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,
Sarah,Michaela,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,
Sarah,Sierra,,,,,,,,1.0,1.0,0.0,1.0,0.0,,,,,
Sarah,Hali,,,,,,,,0.0,,,,,,,,,
Brad,Troyzan,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Brad,Cirie,,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,
Brad,Andrea,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,
Brad,Zeke,,,,,,,,1.0,1.0,0.0,0.0,,,,,,
Brad,Ozzy,,,,,,,,1.0,0.0,,,,,,,,
Troyzan,Tai,,,,,,,,1.0,1.0,1.0,0.0,0.0,1.0,,0.0,1.0,0.0
Troyzan,Cirie,,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,
Troyzan,Andrea,,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,,,,
Troyzan,Sierra,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
Troyzan,Zeke,,,,,,,,1.0,1.0,0.0,0.0,,,,,,
Troyzan,Debbie,,,,,,,,1.0,1.0,1.0,,,,,,,
Troyzan,Ozzy,,,,,,,,1.0,0.0,,,,,,,,
Tai,Cirie,,,,,,,,1.0,0.0,0.0,0.0,1.0,1.0,,1.0,,
Aubry,Cirie,,,,,,,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,
Aubry,Andrea,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,
Aubry,Zeke,,,,,,,,1.0,0.0,1.0,0.0,,,,,,
Aubry,Ozzy,,,,,,,,1.0,1.0,,,,,,,,
Cirie,Michaela,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,
Cirie,Andrea,,,,,,,,1.0,0.0,1.0,1.0,1.0,0.0,,,,
Cirie,Sierra,,,,,,,,1.0,0.0,0.0,1.0,0.0,,,,,
Cirie,Zeke,,,,,,,,1.0,0.0,1.0,0.0,,,,,,
Cirie,Debbie,,,,,,,,1.0,0.0,0.0,,,,,,,
Cirie,Ozzy,,,,,,,,1.0,0.0,,,,,,,,
Cirie,Hali,,,,,,,,0.0,,,,,,,,,
Michaela,Andrea,,,,,,,,0.0,1.0,1.0,1.0,1.0,0.0,,,,
Michaela,Zeke,,,,,,,,0.0,0.0,1.0,0.0,,,,,,
Michaela,Ozzy,,,,,,,,0.0,1.0,,,,,,,,
Andrea,Sierra,,,,,,,,1.0,0.0,0.0,1.0,0.0,,,,,
Andrea,Hali,,,,,,,,0.0,,,,,,,,,
Sierra,Zeke,,,,,,,,1.0,1.0,0.0,0.0,,,,,,
Sierra,Ozzy,,,,,,,,1.0,0.0,,,,,,,,
Zeke,Hali,,,,,,,,0.0,,,,,,,,,
Ozzy,Hali,,,,,,,,0.0,,,,,,,,,
