,Alliance_1,Tribal Count_1,Index_1,Alliance_2,Tribal Count_2,Index_2,Alliance_3,Tribal Count_3,Index_3,Alliance_4,Tribal Count_4,Index_4,Alliance_5,Tribal Count_5,Index_5
Mike,Carolyn,9.0,0.7777777777777778,Shirin,5.0,0.6,Dan,9.0,0.5555555555555556,Sierra,10.0,0.5,Rodney,11.0,0.45454545454545453
Carolyn,Mike,9.0,0.7777777777777778,Tyler,7.0,0.7142857142857143,Will,10.0,0.6,Sierra,8.0,0.5,Rodney,9.0,0.4444444444444444
Will,Tyler,6.0,1.0,Rodney,9.0,0.6666666666666666,Carolyn,10.0,0.6,Joe,5.0,0.6,Dan,7.0,0.5714285714285714
Rodney,Dan,9.0,0.8888888888888888,Will,9.0,0.6666666666666666,Sierra,10.0,0.6,Tyler,7.0,0.5714285714285714,Mike,11.0,0.45454545454545453
Sierra,Dan,9.0,0.7777777777777778,Rodney,10.0,0.6,Mike,10.0,0.5,Carolyn,8.0,0.5,Will,8.0,0.375
Dan,Rodney,9.0,0.8888888888888888,Sierra,9.0,0.7777777777777778,Will,7.0,0.5714285714285714,Mike,9.0,0.5555555555555556,Tyler,7.0,0.42857142857142855
Tyler,Will,6.0,1.0,Carolyn,7.0,0.7142857142857143,Rodney,7.0,0.5714285714285714,Mike,7.0,0.42857142857142855,Dan,7.0,0.42857142857142855
Shirin,Mike,5.0,0.6,Jenn,5.0,0.4,Tyler,6.0,0.3333333333333333,Carolyn,7.0,0.2857142857142857,Rodney,5.0,0.2
Jenn,Joe,5.0,0.8,Hali,5.0,0.8,Will,7.0,0.42857142857142855,Shirin,5.0,0.4,Rodney,4.0,0.25
Joe,Jenn,5.0,0.8,Hali,4.0,0.75,Will,5.0,0.6,Mike,4.0,0.25,Sierra,4.0,0.25
Hali,Jenn,5.0,0.8,Joe,4.0,0.75,Will,5.0,0.4,,,,,,
