,Full Name,Contestant,Prev Season,Age,City,State,Job,Tribe Affiliation Original Tribe,Tribe Affiliation Switched Tribe,Tribe Affiliation Merged Tribe,Finish,VotesAgainst,Place,Returnee,Sole_Survivor,Made_Finale,Voted_Off,Made_Merge,Tm_IC,Tm_IC_W,Idv_IC,Idv_IC_W,Weeks_Played,Votes_Around,Votes_Safe,Votes_Cast,Votes_Sat_Out,Vote_Boot,Vote_Wrong,Wgt_Avg_IC,Wgt_Avg_Idv_IC,Final_Votes,Votes_Against
0,So Kim,So,[],31,Long Beach,CA,Retail Buyer,Masaya,,,1st Voted OutDay 3,4,18.0,False,False,False,1,False,1,0,0,0,2,1,0,1,0,0,1,0.0,,0,4
1,Vince Sly,Vince,[],32,Santa Monica,CA,Coconut Vendor,Nagarote,,,2nd Voted OutDay 6,3,17.0,False,False,False,2,False,2,1,0,0,3,2,1,1,0,0,1,0.25,,0,3
2,Nina Poersch,Nina,[],51,Palmdale,CA,Hearing Advocate,Nagarote,,,3rd Voted OutDay 8,4,16.0,False,False,False,3,False,3,1,0,0,4,3,1,2,0,0,2,0.16666666666666666,,0,4
3,Lindsey Cascaddan,Lindsey,[],24,College Park,FL,Hairdresser,Escameca,,,4th Voted OutDay 11,5,15.0,False,False,False,4,False,4,3,0,0,5,4,3,1,0,0,1,0.375,,0,2
4,Max Dawson,Max,[],37,Topanga,CA,Media Consultant,Masaya,Nagarote,,5th Voted OutDay 14,5,14.0,False,False,False,5,False,5,3,0,0,6,5,3,2,0,1,1,0.3,,0,5
5,Joaquin Souberbielle,Joaquin,[],27,Valley Stream,NY,Marketing Director,Masaya,Escameca,,6th Voted OutDay 16,4,13.0,False,False,False,6,False,6,4,0,0,7,6,4,2,0,0,2,0.4166666666666667,,0,4
6,Kelly Remington,Kelly,[],44,Grand Island,NY,State Trooper,Escameca,Nagarote,Merica,7th Voted OutDay 19,4,12.0,False,False,False,7,True,6,4,1,0,8,7,4,3,0,1,2,0.35714285714285715,0.0,0,4
7,Hali Ford,Hali,[],25,San Francisco,CA,Law Student,Nagarote,Nagarote,Merica,8th Voted Out 1st Jury MemberDay 22,8,11.0,False,False,False,8,True,6,3,2,0,9,8,3,5,0,3,2,0.25,0.0,0,8
8,Joe Anglim,Joe,[],25,Scottsdale,AZ,Jewelry Designer,Nagarote,Escameca,Merica,9th Voted Out 2nd Jury MemberDay 24,8,10.0,False,False,False,9,True,6,3,3,2,10,9,3,6,0,3,3,2.5555555555555554,7.0,0,8
9,Jenn Brown,Jenn,[],22,Long Beach,CA,Sailing Instructor,Nagarote,Nagarote,Merica,10th Voted Out 3rd Jury MemberDay 27,18,9.0,False,False,False,10,True,6,3,4,0,11,10,3,7,0,4,3,0.2,0.0,0,18
10,Shirin Oskooi,Shirin,[],31,San Francisco,CA,Yahoo! Executive,Masaya,Nagarote,Merica,11th Voted Out 4th Jury MemberDay 29,7,8.0,False,False,False,11,True,6,4,5,0,12,11,4,7,0,4,3,0.22727272727272727,0.0,0,7
11,Tyler Fredrickson,Tyler,[],33,Los Angeles,CA,Ex-Talent Agent Assistant,Masaya,Escameca,Merica,12th Voted Out 5th Jury MemberDay 32,5,7.0,False,False,False,12,True,6,4,6,1,13,12,4,8,0,3,5,0.9583333333333334,1.5,0,5
12,Dan Foley,Dan,[],47,Gorham,ME,Postal Worker,Escameca,Escameca,Merica,13th Voted Out 6th Jury MemberDay 35,9,6.0,False,False,False,13,True,6,4,7,0,14,13,4,9,0,5,4,0.19230769230769232,0.0,0,9
13,Sierra Dawn Thomas,Sierra,[],27,Roy,UT,Barrel Racer,Escameca,Escameca,Merica,14th Voted Out 7th Jury MemberDay 37,6,5.0,False,False,False,14,True,6,4,8,0,15,14,4,10,0,5,5,0.17857142857142858,0.0,0,6
14,Rodney Lavoie Jr.,Rodney,[],24,Boston,MA,General Contractor,Escameca,Escameca,Merica,15th Voted Out 8th Jury MemberDay 38,5,4.0,False,False,False,15,True,6,4,9,0,16,15,4,11,0,4,7,0.16666666666666666,0.0,0,5
15,Carolyn Rivera,Carolyn,[],52,Tampa,FL,Corporate Executive,Masaya,Nagarote,Merica,Runners-Up,10,3.0,False,False,True,16,True,6,4,9,2,17,15,4,11,0,9,2,0.7666666666666667,1.0,1,9
16,Will Sims II,Will,[],41,Sherman Oaks,CA,YouTube Sensation,Nagarote,Nagarote,Merica,Runners-Up,4,2.0,False,False,True,16,True,6,3,9,0,17,15,3,12,0,6,6,0.13333333333333333,0.0,1,4
17,Mike Holloway,Mike,[],38,North Richland Hills,TX,Oil Driller,Escameca,Escameca,Merica,Sole Survivor,4,1.0,False,True,True,16,True,6,4,9,5,17,15,4,11,0,9,2,1.7,2.5555555555555554,6,4
