,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Jonathan,Jessica,,,1.0,,,0.0,,0.0,,,,,,,,,
Jonathan,Cao Boi,,,1.0,,,0.0,,,,,,,,,,,
Jonathan,Cecilia,,,0.0,,,,,,,,,,,,,,
Jessica,Cao Boi,,,1.0,,,1.0,,,,,,,,,,,
Jessica,Cecilia,,,0.0,,,,,,,,,,,,,,
Cao Boi,Cecilia,,,0.0,,,,,,,,,,,,,,
Adam,Parvati,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Adam,Nate,,,,0.0,1.0,,,,1.0,1.0,0.0,1.0,,,,,
Adam,Jenny,,,,1.0,1.0,,1.0,,1.0,1.0,0.0,,,,,,
Adam,Rebecca,,,,1.0,1.0,,1.0,,1.0,0.0,,,,,,,
Adam,Brad,,,,1.0,1.0,,0.0,,0.0,,,,,,,,
Adam,Cristina,,,,1.0,1.0,,0.0,,,,,,,,,,
Adam,Stephannie,,,,1.0,0.0,,,,,,,,,,,,
Adam,J.P.,,,,0.0,,,,,,,,,,,,,
Parvati,Nate,,,,0.0,1.0,,,,1.0,1.0,0.0,1.0,,,,,
Parvati,Jenny,,,,1.0,1.0,,1.0,,1.0,1.0,0.0,,,,,,
Parvati,Rebecca,,,,1.0,1.0,,1.0,,1.0,0.0,,,,,,,
Parvati,Brad,,,,1.0,1.0,,0.0,,0.0,,,,,,,,
Parvati,Cristina,,,,1.0,1.0,,0.0,,,,,,,,,,
Parvati,Stephannie,,,,1.0,0.0,,,,,,,,,,,,
Parvati,J.P.,,,,0.0,,,,,,,,,,,,,
Nate,Jenny,,,,0.0,1.0,,,,1.0,1.0,1.0,,,,,,
Nate,Brad,,,,0.0,1.0,,,,0.0,,,,,,,,
Nate,Cristina,,,,0.0,1.0,,,,,,,,,,,,
Nate,J.P.,,,,1.0,,,,,,,,,,,,,
Jenny,Rebecca,,,,1.0,1.0,,1.0,,1.0,0.0,,,,,,,
Jenny,Brad,,,,1.0,1.0,,0.0,,0.0,,,,,,,,
Jenny,Cristina,,,,1.0,1.0,,0.0,,,,,,,,,,
Jenny,Stephannie,,,,1.0,0.0,,,,,,,,,,,,
Jenny,J.P.,,,,0.0,,,,,,,,,,,,,
Rebecca,Brad,,,,1.0,1.0,,0.0,,0.0,,,,,,,,
Rebecca,Cristina,,,,1.0,1.0,,0.0,,,,,,,,,,
Rebecca,J.P.,,,,0.0,,,,,,,,,,,,,
Brad,Cristina,,,,1.0,1.0,,1.0,,,,,,,,,,
Brad,Stephannie,,,,1.0,0.0,,,,,,,,,,,,
Brad,J.P.,,,,0.0,,,,,,,,,,,,,
Cristina,Stephannie,,,,1.0,0.0,,,,,,,,,,,,
Stephannie,J.P.,,,,0.0,,,,,,,,,,,,,
Yul,Candice,,,,,,1.0,,1.0,,,,0.0,0.0,,,,
Ozzy,Candice,,,,,,1.0,,1.0,,,,0.0,0.0,,,,
Becky,Candice,,,,,,1.0,,1.0,,,,0.0,0.0,,,,
Sundra,Candice,,,,,,1.0,,1.0,,,,0.0,0.0,,,,
Jonathan,Candice,,,,,,1.0,,1.0,1.0,1.0,1.0,0.0,0.0,,,,
Candice,Jessica,,,,,,0.0,,0.0,,,,,,,,,
Candice,Cao Boi,,,,,,0.0,,,,,,,,,,,
Adam,Jonathan,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,,,
Adam,Candice,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,
Parvati,Jonathan,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,,,
Parvati,Candice,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,
Jonathan,Nate,,,,,,,,,1.0,1.0,0.0,0.0,,,,,
Jonathan,Jenny,,,,,,,,,1.0,1.0,0.0,,,,,,
Jonathan,Rebecca,,,,,,,,,1.0,0.0,,,,,,,
Jonathan,Brad,,,,,,,,,0.0,,,,,,,,
Candice,Nate,,,,,,,,,1.0,1.0,0.0,1.0,,,,,
Candice,Jenny,,,,,,,,,1.0,1.0,0.0,,,,,,
Candice,Rebecca,,,,,,,,,1.0,0.0,,,,,,,
Candice,Brad,,,,,,,,,0.0,,,,,,,,
Yul,Adam,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,
Yul,Parvati,,,,,,,,,,,,0.0,0.0,1.0,0.0,,
Yul,Nate,,,,,,,,,,,,0.0,,,,,
Ozzy,Adam,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,
Ozzy,Parvati,,,,,,,,,,,,0.0,0.0,1.0,0.0,,
Ozzy,Nate,,,,,,,,,,,,0.0,,,,,
Becky,Adam,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,
Becky,Parvati,,,,,,,,,,,,0.0,0.0,1.0,0.0,,
Becky,Nate,,,,,,,,,,,,0.0,,,,,
Sundra,Adam,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,
Sundra,Parvati,,,,,,,,,,,,0.0,0.0,1.0,0.0,,
