,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Natalie,Russell H.,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Natalie,Mick,0.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Natalie,Jaison,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
Natalie,Liz,1.0,,1.0,1.0,,1.0,,0.0,,,,,,,,,
Natalie,Ashley,1.0,,1.0,1.0,,0.0,,,,,,,,,,,
Natalie,Ben,1.0,,1.0,0.0,,,,,,,,,,,,,
Natalie,Betsy,0.0,,0.0,,,,,,,,,,,,,,
Natalie,Mike,1.0,,,,,,,,,,,,,,,,
Natalie,Marisa,0.0,,,,,,,,,,,,,,,,
Russell H.,Mick,0.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Russell H.,Jaison,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
Russell H.,Liz,1.0,,1.0,1.0,,1.0,,0.0,,,,,,,,,
Russell H.,Ashley,1.0,,1.0,1.0,,0.0,,,,,,,,,,,
Russell H.,Ben,1.0,,1.0,0.0,,,,,,,,,,,,,
Russell H.,Betsy,0.0,,0.0,,,,,,,,,,,,,,
Russell H.,Mike,1.0,,,,,,,,,,,,,,,,
Russell H.,Marisa,0.0,,,,,,,,,,,,,,,,
Mick,Jaison,0.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
Mick,Liz,0.0,,1.0,1.0,,1.0,,0.0,,,,,,,,,
Mick,Ashley,0.0,,1.0,1.0,,0.0,,,,,,,,,,,
Mick,Ben,0.0,,1.0,0.0,,,,,,,,,,,,,
Mick,Betsy,1.0,,0.0,,,,,,,,,,,,,,
Mick,Mike,0.0,,,,,,,,,,,,,,,,
Mick,Marisa,1.0,,,,,,,,,,,,,,,,
Jaison,Liz,1.0,,1.0,1.0,,1.0,,0.0,,,,,,,,,
Jaison,Ashley,1.0,,1.0,1.0,,0.0,,,,,,,,,,,
Jaison,Ben,1.0,,1.0,0.0,,,,,,,,,,,,,
Jaison,Betsy,0.0,,0.0,,,,,,,,,,,,,,
Jaison,Mike,1.0,,,,,,,,,,,,,,,,
Jaison,Marisa,0.0,,,,,,,,,,,,,,,,
Liz,Ashley,1.0,,1.0,1.0,,0.0,,,,,,,,,,,
Liz,Ben,1.0,,1.0,0.0,,,,,,,,,,,,,
Liz,Betsy,0.0,,0.0,,,,,,,,,,,,,,
Liz,Mike,1.0,,,,,,,,,,,,,,,,
Liz,Marisa,0.0,,,,,,,,,,,,,,,,
Ashley,Ben,1.0,,1.0,0.0,,,,,,,,,,,,,
Ashley,Betsy,0.0,,0.0,,,,,,,,,,,,,,
Ashley,Mike,1.0,,,,,,,,,,,,,,,,
Ashley,Marisa,0.0,,,,,,,,,,,,,,,,
Ben,Betsy,0.0,,0.0,,,,,,,,,,,,,,
Ben,Mike,1.0,,,,,,,,,,,,,,,,
Ben,Marisa,0.0,,,,,,,,,,,,,,,,
Betsy,Mike,0.0,,,,,,,,,,,,,,,,
Betsy,Marisa,1.0,,,,,,,,,,,,,,,,
