,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Andrea,Corinne,1.0,,,,,1.0,,,0.0,,,,,,,,
Andrea,Brandon,0.0,,,,,0.0,,,,,,,,,,,
Andrea,Francesca,0.0,,,,,,,,,,,,,,,,
Malcolm,Phillip,1.0,,,,,1.0,,,0.0,1.0,0.0,,,,,,
Malcolm,Corinne,1.0,,,,,1.0,,,1.0,,,,,,,,
Malcolm,Brandon,0.0,,,,,0.0,,,,,,,,,,,
Malcolm,Francesca,0.0,,,,,,,,,,,,,,,,
Phillip,Corinne,1.0,,,,,1.0,1.0,0.0,0.0,,,,,,,,
Phillip,Brandon,0.0,,,,,0.0,,,,,,,,,,,
Phillip,Francesca,0.0,,,,,,,,,,,,,,,,
Corinne,Brandon,0.0,,,,,0.0,,,,,,,,,,,
Corinne,Francesca,0.0,,,,,,,,,,,,,,,,
Brandon,Francesca,1.0,,,,,,,,,,,,,,,,
Sherri,Eddie,,0.0,0.0,,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0
Sherri,Reynold,,0.0,0.0,,1.0,,,,0.0,0.0,0.0,0.0,0.0,,,,
Sherri,Michael,,1.0,1.0,,1.0,,,,0.0,0.0,,,,,,,
Sherri,Julia,,1.0,1.0,,1.0,,,,,,,,,,,,
Sherri,Matt,,1.0,1.0,,1.0,,,,,,,,,,,,
Sherri,Laura,,1.0,1.0,,0.0,,,,,,,,,,,,
Sherri,Shamar,,1.0,1.0,,,,,,,,,,,,,,
Sherri,Hope,,0.0,0.0,,,,,,,,,,,,,,
Sherri,Allie,,0.0,,,,,,,,,,,,,,,
Eddie,Reynold,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,0.0,,,,
Eddie,Michael,,0.0,0.0,,1.0,,,,1.0,1.0,,,,,,,
Eddie,Julia,,0.0,0.0,,1.0,,,,,,,,,,,,
Eddie,Matt,,0.0,0.0,,1.0,,,,,,,,,,,,
Eddie,Laura,,0.0,0.0,,0.0,,,,,,,,,,,,
Eddie,Shamar,,0.0,0.0,,,,,,,,,,,,,,
Eddie,Hope,,1.0,1.0,,,,,,,,,,,,,,
Eddie,Allie,,1.0,,,,,,,,,,,,,,,
Reynold,Michael,,0.0,0.0,,1.0,,,,1.0,1.0,,,,,,,
Reynold,Julia,,0.0,0.0,,1.0,,,,,,,,,,,,
Reynold,Matt,,0.0,0.0,,1.0,,,,,,,,,,,,
Reynold,Laura,,0.0,0.0,,0.0,,,,,,,,,,,,
Reynold,Shamar,,0.0,0.0,,,,,,,,,,,,,,
Reynold,Hope,,1.0,1.0,,,,,,,,,,,,,,
Reynold,Allie,,1.0,,,,,,,,,,,,,,,
Michael,Julia,,1.0,1.0,,1.0,,0.0,0.0,,,,,,,,,
Michael,Matt,,1.0,1.0,,1.0,,1.0,,,,,,,,,,
Michael,Laura,,1.0,1.0,,0.0,,,,,,,,,,,,
Michael,Shamar,,1.0,1.0,,,,,,,,,,,,,,
Michael,Hope,,0.0,0.0,,,,,,,,,,,,,,
Michael,Allie,,0.0,,,,,,,,,,,,,,,
Julia,Matt,,1.0,1.0,,1.0,,0.0,,,,,,,,,,
Julia,Laura,,1.0,1.0,,0.0,,,,,,,,,,,,
Julia,Shamar,,1.0,1.0,,,,,,,,,,,,,,
Julia,Hope,,0.0,0.0,,,,,,,,,,,,,,
Julia,Allie,,0.0,,,,,,,,,,,,,,,
Matt,Laura,,1.0,1.0,,0.0,,,,,,,,,,,,
Matt,Shamar,,1.0,1.0,,,,,,,,,,,,,,
Matt,Hope,,0.0,0.0,,,,,,,,,,,,,,
Matt,Allie,,0.0,,,,,,,,,,,,,,,
Laura,Shamar,,1.0,1.0,,,,,,,,,,,,,,
Laura,Hope,,0.0,0.0,,,,,,,,,,,,,,
Laura,Allie,,0.0,,,,,,,,,,,,,,,
Shamar,Hope,,0.0,0.0,,,,,,,,,,,,,,
Shamar,Allie,,0.0,,,,,,,,,,,,,,,
Hope,Allie,,1.0,,,,,,,,,,,,,,,
Cochran,Michael,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
Cochran,Julia,,,,,,,0.0,1.0,,,,,,,,,
Cochran,Matt,,,,,,,0.0,,,,,,,,,,
Dawn,Michael,,,,,,,0.0,1.0,0.0,0.0,,,,,,,
Dawn,Julia,,,,,,,0.0,0.0,,,,,,,,,
Dawn,Matt,,,,,,,0.0,,,,,,,,,,
Phillip,Michael,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
Phillip,Julia,,,,,,,0.0,1.0,,,,,,,,,
Phillip,Matt,,,,,,,0.0,,,,,,,,,,
Michael,Corinne,,,,,,,0.0,1.0,1.0,,,,,,,,
Corinne,Julia,,,,,,,0.0,0.0,,,,,,,,,
Corinne,Matt,,,,,,,0.0,,,,,,,,,,
Cochran,Sherri,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0
Cochran,Eddie,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0
Cochran,Reynold,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,
Dawn,Sherri,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
Dawn,Eddie,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0
Dawn,Reynold,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,
Sherri,Erik,,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,
Sherri,Brenda,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,
Sherri,Andrea,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,,,
Sherri,Malcolm,,,,,,,,,0.0,1.0,0.0,0.0,,,,,
Sherri,Phillip,,,,,,,,,1.0,1.0,1.0,,,,,,
Sherri,Corinne,,,,,,,,,0.0,,,,,,,,
Eddie,Erik,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,
Eddie,Brenda,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Eddie,Andrea,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,
Eddie,Malcolm,,,,,,,,,1.0,0.0,1.0,1.0,,,,,
Eddie,Phillip,,,,,,,,,0.0,0.0,0.0,,,,,,
Eddie,Corinne,,,,,,,,,1.0,,,,,,,,
Erik,Reynold,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,
Erik,Michael,,,,,,,,,0.0,0.0,,,,,,,
Brenda,Reynold,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,
Brenda,Michael,,,,,,,,,0.0,0.0,,,,,,,
Andrea,Reynold,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,
Andrea,Michael,,,,,,,,,0.0,0.0,,,,,,,
Reynold,Malcolm,,,,,,,,,1.0,0.0,1.0,1.0,,,,,
Reynold,Phillip,,,,,,,,,0.0,0.0,0.0,,,,,,
Reynold,Corinne,,,,,,,,,1.0,,,,,,,,
Malcolm,Michael,,,,,,,,,1.0,0.0,,,,,,,
