,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Cochran,Dawn,1.0,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,1.0
Cochran,Erik,0.0,,,,,1.0,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,
Cochran,Brenda,0.0,,,,,1.0,,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,
Cochran,Andrea,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,0.0,0.0,,,
Cochran,Malcolm,1.0,,,,,1.0,,,0.0,1.0,0.0,0.0,,,,,
Cochran,Phillip,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,
Cochran,Corinne,1.0,,,,,1.0,1.0,0.0,0.0,,,,,,,,
Cochran,Brandon,0.0,,,,,0.0,,,,,,,,,,,
Cochran,Francesca,0.0,,,,,,,,,,,,,,,,
Dawn,Erik,0.0,,,,,1.0,,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,
Dawn,Brenda,0.0,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,
Dawn,Andrea,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0,,,
Dawn,Malcolm,1.0,,,,,1.0,,,0.0,1.0,0.0,0.0,,,,,
Dawn,Phillip,1.0,,,,,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,
Dawn,Corinne,1.0,,,,,1.0,1.0,1.0,0.0,,,,,,,,
Dawn,Brandon,0.0,,,,,0.0,,,,,,,,,,,
Dawn,Francesca,0.0,,,,,,,,,,,,,,,,
Erik,Brenda,1.0,,,,,1.0,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,,
Erik,Andrea,0.0,,,,,1.0,,,1.0,1.0,0.0,1.0,0.0,0.0,,,
Erik,Malcolm,0.0,,,,,1.0,,,0.0,1.0,1.0,0.0,,,,,
Erik,Phillip,0.0,,,,,1.0,,,1.0,1.0,0.0,,,,,,
Erik,Corinne,0.0,,,,,1.0,,,0.0,,,,,,,,
Erik,Brandon,1.0,,,,,0.0,,,,,,,,,,,
Erik,Francesca,1.0,,,,,,,,,,,,,,,,
Brenda,Andrea,0.0,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0,,,
Brenda,Malcolm,0.0,,,,,1.0,,,0.0,1.0,0.0,0.0,,,,,
Brenda,Phillip,0.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,
Brenda,Corinne,0.0,,,,,1.0,,,0.0,,,,,,,,
Brenda,Brandon,1.0,,,,,0.0,,,,,,,,,,,
Brenda,Francesca,1.0,,,,,,,,,,,,,,,,
Andrea,Malcolm,1.0,,,,,1.0,,,0.0,1.0,0.0,0.0,,,,,
Andrea,Phillip,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,
