,Full Name,Contestant,Prev Season,Age,City,State,Job,Tribe Affiliation Original Tribe,Tribe Affiliation Switched Tribe,Tribe Affiliation Merged Tribe,Finish,VotesAgainst,Place,Returnee,Sole_Survivor,Made_Finale,Voted_Off,Made_Merge,Tm_IC,Tm_IC_W,Idv_IC,Idv_IC_W,Weeks_Played,Votes_Around,Votes_Safe,Votes_Cast,Votes_Sat_Out,Vote_Boot,Vote_Wrong,Wgt_Avg_IC,Wgt_Avg_Idv_IC,Final_Votes,Votes_Against
0,Ryan Aiken,Ryan,[],23,Ellicott City,MD,Model,Tambaqui,,,1st Voted OutDay 3,4,16.0,False,False,False,1,False,1,0,0,0,2,1,0,1,0,0,1,0.0,,0,4
1,Janet Koth,Janet,[],46,Manchester,MO,Homemaker,Jaburu,,,2nd Voted OutDay 6,5,15.0,False,False,False,2,False,2,1,0,0,3,2,1,1,0,0,1,0.5,,0,5
2,Daniel Lue,Daniel,[],26,Houston,TX,Tax Accountant,Tambaqui,,,3rd Voted OutDay 9,7,14.0,False,False,False,3,False,3,1,0,0,4,3,1,2,0,0,2,0.3333333333333333,,0,7
3,JoAnna Ward,JoAnna,[],31,Orangeburg,SC,Guidance Counselor,Jaburu,,,4th Voted OutDay 12,4,13.0,False,False,False,4,False,4,2,0,0,5,4,2,2,0,0,2,0.5,,0,4
4,Jeanne Hebert,Jeanne,[],40,North Attleboro,MA,Marketing Director,Jaburu,Tambaqui,,5th Voted OutDay 15,5,12.0,False,False,False,5,False,5,2,0,0,6,5,2,3,0,1,2,0.4,,0,5
5,Shawna Mitchell,Shawna,[],23,Los Angeles,CA,Retail Saleswoman,Jaburu,Jaburu,,6th Voted OutDay 18,6,11.0,False,False,False,6,False,6,3,0,0,7,6,3,3,0,1,2,0.5,,0,6
6,Roger Sexton,Roger,[],56,Valencia,CA,Construction Company VP,Tambaqui,Tambaqui,Jacaré,7th Voted OutDay 21,11,10.0,False,False,False,7,True,6,3,1,0,8,7,3,4,0,3,1,0.42857142857142855,0.0,0,11
7,Dave Johnson,Dave,[],23,Pasadena,CA,Rocket Scientist,Tambaqui,Tambaqui,Jacaré,8th Voted Out1st Jury MemberDay 24,8,9.0,False,False,False,8,True,6,3,2,0,9,8,3,5,0,2,3,0.375,0.0,0,8
8,Deena Bennett,Deena,[],35,Riverside,CA,Deputy District Attorney,Jaburu,Jaburu,Jacaré,9th Voted Out2nd Jury MemberDay 27,6,8.0,False,False,False,9,True,6,3,3,1,10,9,3,6,0,5,1,1.3333333333333333,3.0,0,6
9,Alex Bell,Alex,[],32,Los Angeles,CA,Triathlon Coach,Tambaqui,Jaburu,Jacaré,10th Voted Out3rd Jury MemberDay 30,6,7.0,False,False,False,10,True,6,3,4,0,11,10,3,7,0,5,2,0.3,0.0,0,6
10,Christy Smith,Christy,[],24,Basalt,CO,Children's Adventure Guide,Jaburu,Tambaqui,Jacaré,11th Voted Out4th Jury MemberDay 33,9,6.0,False,False,False,11,True,6,3,5,0,12,11,3,8,0,4,4,0.2727272727272727,0.0,0,9
11,Heidi Strobel,Heidi,[],24,Jefferson City,MO,Gym Teacher,Jaburu,Tambaqui,Jacaré,12th Voted Out5th Jury MemberDay 36,3,5.0,False,False,False,12,True,6,3,6,0,13,12,3,9,0,7,2,0.25,0.0,0,3
12,Butch Lockley,Butch,[],50,Olney,IL,School Principal,Tambaqui,Tambaqui,Jacaré,13th Voted Out6th Jury MemberDay 37,5,4.0,False,False,False,13,True,6,3,7,0,14,13,3,10,0,7,3,0.23076923076923078,0.0,0,5
13,Rob Cesternino,Rob,[],24,Wantagh,NY,Computer Projects Coordinator,Tambaqui,Jaburu,Jacaré,14th Voted Out7th Jury MemberDay 38,4,3.0,False,False,False,14,True,6,3,8,1,15,14,3,10,1,10,0,0.6428571428571429,0.75,0,4
14,Matthew von Ertfelda,Matthew,[],33,Washington,D.,Restaurant Designer,Tambaqui,Jaburu,Jacaré,Runner-Up,6,2.0,False,False,True,15,True,6,3,8,2,16,14,3,10,1,9,1,1.0,1.375,1,6
15,Jenna Morasca,Jenna,[],21,Bridgeville,PA,Swimsuit Model,Jaburu,Jaburu,Jacaré,Sole Survivor,3,1.0,False,True,True,15,True,6,3,8,4,16,14,3,11,0,9,2,1.5,2.25,6,3
