,Alliance_1,Tribal Count_1,Index_1,Alliance_2,Tribal Count_2,Index_2,Alliance_3,Tribal Count_3,Index_3,Alliance_4,Tribal Count_4,Index_4,Alliance_5,Tribal Count_5,Index_5
Parvati,Amanda,8.0,0.875,Cirie,8.0,0.875,Ozzy,4.0,0.75,James,5.0,0.6,Natalie,6.0,0.5
Amanda,Ozzy,8.0,1.0,Parvati,8.0,0.875,Cirie,12.0,0.8333333333333334,James,5.0,0.8,Erik,9.0,0.6666666666666666
Cirie,Parvati,8.0,0.875,Ozzy,8.0,0.875,Amanda,12.0,0.8333333333333334,Alexis,4.0,0.75,Erik,9.0,0.6666666666666666
Natalie,Alexis,6.0,0.8333333333333334,Cirie,6.0,0.6666666666666666,Erik,7.0,0.5714285714285714,Parvati,6.0,0.5,Jason,5.0,0.4
Erik,Ozzy,6.0,0.8333333333333334,Amanda,9.0,0.6666666666666666,Cirie,9.0,0.6666666666666666,Natalie,7.0,0.5714285714285714,Alexis,6.0,0.5
Alexis,Natalie,6.0,0.8333333333333334,Cirie,4.0,0.75,Jason,5.0,0.6,Erik,6.0,0.5,Parvati,4.0,0.5
James,Ozzy,4.0,1.0,Amanda,5.0,0.8,Parvati,5.0,0.6,Cirie,5.0,0.6,,,
Jason,Alexis,5.0,0.6,Natalie,5.0,0.4,Erik,5.0,0.0,,,,,,
Ozzy,Amanda,8.0,1.0,James,4.0,1.0,Cirie,8.0,0.875,Erik,6.0,0.8333333333333334,Parvati,4.0,0.75
Ami,Amanda,6.0,0.6666666666666666,Cirie,6.0,0.6666666666666666,Ozzy,6.0,0.6666666666666666,Erik,4.0,0.5,,,
Tracy,Chet,4.0,1.0,Erik,5.0,0.4,,,,,,,,,
Chet,Tracy,4.0,1.0,Erik,4.0,0.5,,,,,,,,,
