,Full Name,Contestant,Prev Season,Age,City,State,Job,Tribe Affiliation Original Tribe,Tribe Affiliation Switched Tribe,Tribe Affiliation Merged Tribe,Finish,VotesAgainst,Place,Returnee,Sole_Survivor,Made_Finale,Voted_Off,Made_Merge,Tm_IC,Tm_IC_W,Idv_IC,Idv_IC_W,Weeks_Played,Votes_Around,Votes_Safe,Votes_Cast,Votes_Sat_Out,Vote_Boot,Vote_Wrong,Wgt_Avg_IC,Wgt_Avg_Idv_IC,Final_Votes,Votes_Against
0,Jon Dalton,Jon,['Pearl Islands'],33,Los Angeles,CA,,Malakal,,,1st Voted OutDay 3,9,20.0,True,False,False,1,False,1,0,1,0,2,1,0,1,0,0,1,0.0,,0,9
1,Mary Sartain,Mary,[],28,Emeryville,CA,Real Estate Manager,Airai,,,2nd Voted OutDay 6,6,19.0,False,False,False,2,False,2,1,1,0,3,2,1,1,0,0,1,0.14285714285714288,,0,6
2,Yau-Man Chan,Yau-Man,['Fiji'],55,Martinez,CA,,Malakal,,,3rd Voted OutDay 8,6,18.0,True,False,False,3,False,3,1,1,1,4,3,1,2,0,1,1,0.35714285714285715,,0,6
3,Mikey Bortone,Mikey B.,[],33,Los Angeles,CA,Aspiring Writer,Airai,,,4th Voted OutDay 11,6,17.0,False,False,False,4,False,4,2,1,0,5,4,2,2,0,0,2,0.2857142857142857,,0,6
4,Joel Anderson,Joel,[],32,Avondale,AZ,Firefighter,Airai,Malakal,,5th Voted OutDay 14,6,16.0,False,False,False,5,False,5,2,1,0,6,5,2,3,0,1,2,0.2380952380952381,,0,6
5,Jonathan Penner,Jonathan,['Cook Islands'],45,Los Angeles,CA,,Malakal,Airai,,EvacuatedDay 15,0,15.0,True,False,False,6,False,6,4,1,0,7,5,3,2,0,1,1,0.5714285714285714,,0,0
6,Chet Welch,Chet,[],48,Ford City,PA,Pageant Coach,Airai,Malakal,,6th Voted OutDay 17,12,14.0,False,False,False,7,False,7,2,1,0,8,6,2,4,0,3,1,0.17857142857142858,,0,12
7,Kathy Sleckman,Kathy,[],45,Glen Ellyn,IL,Golf Course Vendor,Airai,Airai,,QuitDay 19,0,13.0,False,False,False,8,False,7,5,1,1,8,6,4,2,0,2,0,0.6071428571428572,,0,0
8,Tracy Hughes-Wolf,Tracy,[],43,Fredericksburg,VA,Residential Builder,Airai,Malakal,,7th Voted OutDay 20,7,12.0,False,False,False,9,False,9,2,1,0,10,7,2,5,0,3,2,0.14285714285714285,,0,7
9,Ami Cusack,Ami,['Vanuatu'],34,Golden,CO,,Malakal,Malakal,,8th Voted OutDay 21,4,11.0,True,False,False,10,False,10,2,2,0,11,8,2,6,0,4,2,0.16666666666666666,,0,4
10,Eliza Orlins,Eliza,['Vanuatu'],24,Manhattan,NY,,Malakal,Airai,Dabu,9th Voted Out1st Jury MemberDay 24,8,10.0,True,False,False,11,True,10,8,3,0,12,9,6,3,0,2,1,0.5502958579881656,0.0,0,8
11,Ozzy Lusth,Ozzy,['Cook Islands'],26,Venice,CA,,Malakal,Malakal,Dabu,10th Voted Out2nd Jury MemberDay 27,9,9.0,True,False,False,12,True,10,2,4,1,13,10,2,8,0,7,1,0.15384615384615383,0.0,0,9
12,Jason Siska,Jason,[],22,Fox River Grove,IL,Gymnastics Coach,Airai,Airai,Dabu,11th Voted Out3rd Jury MemberDay 30,8,8.0,False,False,False,13,True,10,8,5,1,14,11,6,5,0,1,4,1.038827838827839,3.0,0,8
13,James Clement,James,['China'],30,Lafayette,LA,,Malakal,Airai,Dabu,Evacuated4th Jury MemberDay 31,3,7.0,True,False,False,14,True,10,8,6,0,15,11,6,5,0,3,2,0.4471153846153846,0.0,0,3
14,Alexis Jones,Alexis,[],24,Beverly Hills,CA,Motivational Speaker,Airai,Airai,Dabu,12th Voted Out5th Jury MemberDay 33,2,6.0,False,False,False,15,True,10,8,7,1,16,12,6,6,0,3,3,0.3962508080155139,0.0,0,2
15,Erik Reichenbach,Erik,[],21,Ypsilanti,MI,Ice Cream Scooper,Airai,Malakal,Dabu,13th Voted Out6th Jury MemberDay 36,7,5.0,False,False,False,16,True,10,2,8,4,17,13,2,11,0,7,4,1.3015873015873016,3.6666666666666665,0,7
16,Natalie Bolton,Natalie,[],31,West Hollywood,CA,Personal Trainer,Airai,Airai,Dabu,14th Voted Out7th Jury MemberDay 37,3,4.0,False,False,False,17,True,10,8,9,0,18,14,6,8,0,5,3,0.34644303065355697,0.0,0,3
17,Cirie Fields,Cirie,['Panama'],37,Norwalk,CT,,Malakal,Malakal,Dabu,15th Voted Out8th Jury MemberDay 38,3,3.0,True,False,False,18,True,10,2,10,0,19,15,2,12,1,11,1,0.1,0.0,0,3
18,Amanda Kimmel,Amanda,['China'],23,Los Angeles,CA,,Malakal,Malakal,Dabu,Runner-Up,4,2.0,True,False,True,19,True,10,2,10,2,20,15,2,13,0,12,1,0.35,0.625,3,4
19,Parvati Shallow,Parvati,['Cook Islands'],25,Los Angeles,CA,,Malakal,Airai,Dabu,Sole Survivor,4,1.0,True,True,True,19,True,10,8,10,1,20,15,6,8,1,8,0,0.7576923076923077,1.0,5,4
