,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Laurel,Donathan,1.0,,1.0,,,,,1.0,0.0,1.0,,,1.0,0.0,0.0,0.0,
Laurel,Michael,1.0,0.0,,,,,,1.0,1.0,1.0,,0.0,,,,,
Laurel,Jenna,1.0,1.0,,,,,,1.0,0.0,1.0,,,,,,,
Laurel,Libby,1.0,0.0,1.0,,,,,1.0,0.0,,,,,,,,
Laurel,James,1.0,1.0,1.0,,,,,,,,,,,,,,
Laurel,Stephanie,1.0,1.0,,,,,,,,,,,,,,,
Laurel,Brendan,1.0,1.0,,,,,,,,,,,,,,,
Laurel,Gonzalez,0.0,,,,,,,,,,,,,,,,
Donathan,Michael,1.0,,,,,,,1.0,0.0,1.0,,,,,,,
Donathan,Jenna,1.0,,,,,,,1.0,1.0,1.0,0.0,,,,,,
Donathan,Libby,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,
Donathan,James,1.0,,1.0,,,,,,,,,,,,,,
Donathan,Stephanie,1.0,,,,,,,,,,,,,,,,
Donathan,Brendan,1.0,,,,,,,,,,,,,,,,
Donathan,Gonzalez,0.0,,,,,,,,,,,,,,,,
Michael,Jenna,1.0,0.0,,1.0,1.0,,,1.0,0.0,1.0,,,,,,,
Michael,Libby,1.0,1.0,,,,,,1.0,0.0,,,,,,,,
Michael,James,1.0,0.0,,,,0.0,,,,,,,,,,,
Michael,Stephanie,1.0,0.0,,1.0,0.0,,,,,,,,,,,,
Michael,Brendan,1.0,0.0,,1.0,,,,,,,,,,,,,
Michael,Gonzalez,0.0,,,,,,,,,,,,,,,,
Jenna,Libby,1.0,0.0,,,,,,1.0,1.0,,,,,,,,
Jenna,James,1.0,1.0,,,,,,,,,,,,,,,
Jenna,Stephanie,1.0,1.0,,1.0,0.0,,,,,,,,,,,,
Jenna,Brendan,1.0,1.0,,1.0,,,,,,,,,,,,,
Jenna,Gonzalez,0.0,,,,,,,,,,,,,,,,
Libby,James,1.0,0.0,1.0,,,,,,,,,,,,,,
Libby,Stephanie,1.0,0.0,,,,,,,,,,,,,,,
Libby,Brendan,1.0,0.0,,,,,,,,,,,,,,,
Libby,Gonzalez,0.0,,,,,,,,,,,,,,,,
James,Stephanie,1.0,1.0,,,,,,,,,,,,,,,
James,Brendan,1.0,1.0,,,,,,,,,,,,,,,
James,Gonzalez,0.0,,,,,,,,,,,,,,,,
Stephanie,Brendan,1.0,1.0,,1.0,,,,,,,,,,,,,
Stephanie,Gonzalez,0.0,,,,,,,,,,,,,,,,
Brendan,Gonzalez,0.0,,,,,,,,,,,,,,,,
Laurel,Jacob,,0.0,,,,,,,,,,,,,,,
Michael,Jacob,,0.0,,,,,,,,,,,,,,,
Jenna,Jacob,,0.0,,,,,,,,,,,,,,,
Libby,Jacob,,0.0,,,,,,,,,,,,,,,
James,Jacob,,0.0,,,,,,,,,,,,,,,
Stephanie,Jacob,,0.0,,,,,,,,,,,,,,,
Brendan,Jacob,,0.0,,,,,,,,,,,,,,,
Wendell,Domenick,,,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,
Wendell,Laurel,,,0.0,,,,,1.0,0.0,1.0,,0.0,1.0,1.0,1.0,1.0,
Wendell,Angela,,,0.0,,,,,0.0,1.0,,,,0.0,0.0,1.0,1.0,
Wendell,Donathan,,,0.0,,,,,1.0,1.0,1.0,,,1.0,0.0,0.0,0.0,
Wendell,Libby,,,0.0,,,,,1.0,1.0,,,,,,,,
Wendell,James,,,0.0,,,,,,,,,,,,,,
Wendell,Morgan,,,1.0,,,,,,,,,,,,,,
Domenick,Laurel,,,0.0,,,,,1.0,0.0,1.0,,0.0,1.0,1.0,1.0,1.0,
Domenick,Angela,,,0.0,,,,,0.0,1.0,,,,0.0,0.0,1.0,1.0,
Domenick,Donathan,,,0.0,,,,1.0,1.0,1.0,1.0,,,1.0,0.0,0.0,0.0,
Domenick,Libby,,,0.0,,,,1.0,1.0,1.0,,,,,,,,
Domenick,James,,,0.0,,,,,,,,,,,,,,
Domenick,Morgan,,,1.0,,,,,,,,,,,,,,
Laurel,Angela,,,0.0,,,,,0.0,0.0,,,,0.0,0.0,1.0,1.0,
Laurel,Morgan,,,0.0,,,,,,,,,,,,,,
Angela,Donathan,,,0.0,,,,,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,
Angela,Libby,,,0.0,,,,,0.0,1.0,,,,,,,,
Angela,James,,,0.0,,,0.0,,,,,,,,,,,
Angela,Morgan,,,0.0,,,,,,,,,,,,,,
Donathan,Morgan,,,0.0,,,,,,,,,,,,,,
Libby,Morgan,,,0.0,,,,,,,,,,,,,,
James,Morgan,,,0.0,,,,,,,,,,,,,,
Sebastian,Kellyn,,,,1.0,1.0,,,1.0,0.0,1.0,,,0.0,1.0,,,
Sebastian,Chelsea,,,,1.0,1.0,,,1.0,0.0,0.0,1.0,,0.0,,,,
Sebastian,Michael,,,,0.0,1.0,,,1.0,0.0,1.0,,,,,,,
Sebastian,Jenna,,,,0.0,1.0,,,1.0,1.0,1.0,0.0,,,,,,
Sebastian,Desiree,,,,1.0,1.0,,,0.0,0.0,0.0,,,,,,,
Sebastian,Bradley,,,,1.0,1.0,,,,,,,,,,,,
Sebastian,Stephanie,,,,0.0,0.0,,,,,,,,,,,,
Sebastian,Brendan,,,,0.0,,,,,,,,,,,,,
Kellyn,Chelsea,,,,1.0,1.0,,,1.0,1.0,0.0,,,1.0,,,,
Kellyn,Michael,,,,0.0,1.0,1.0,,1.0,1.0,1.0,,0.0,,,,,
Kellyn,Jenna,,,,0.0,1.0,,,1.0,0.0,1.0,,,,,,,
Kellyn,Desiree,,,,1.0,1.0,1.0,,0.0,1.0,0.0,,,,,,,
Kellyn,Bradley,,,,1.0,1.0,,,,,,,,,,,,
Kellyn,Stephanie,,,,0.0,0.0,,,,,,,,,,,,
Kellyn,Brendan,,,,0.0,,,,,,,,,,,,,
Chelsea,Michael,,,,0.0,1.0,,,1.0,1.0,0.0,,,,,,,
Chelsea,Jenna,,,,0.0,1.0,,,1.0,0.0,0.0,0.0,,,,,,
Chelsea,Desiree,,,,1.0,1.0,,,0.0,1.0,1.0,,,,,,,
Chelsea,Bradley,,,,1.0,1.0,,0.0,,,,,,,,,,
Chelsea,Stephanie,,,,0.0,0.0,,,,,,,,,,,,
Chelsea,Brendan,,,,0.0,,,,,,,,,,,,,
Michael,Desiree,,,,0.0,1.0,1.0,,0.0,1.0,0.0,,,,,,,
Michael,Bradley,,,,0.0,1.0,,,,,,,,,,,,
