,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Jenna,Desiree,,,,0.0,1.0,,,0.0,0.0,0.0,,,,,,,
Jenna,Bradley,,,,0.0,1.0,,,,,,,,,,,,
Desiree,Bradley,,,,1.0,1.0,,,,,,,,,,,,
Desiree,Stephanie,,,,0.0,0.0,,,,,,,,,,,,
Desiree,Brendan,,,,0.0,,,,,,,,,,,,,
Bradley,Stephanie,,,,0.0,0.0,,,,,,,,,,,,
Bradley,Brendan,,,,0.0,,,,,,,,,,,,,
Angela,Kellyn,,,,,,1.0,,0.0,0.0,,,,1.0,1.0,,,
Angela,Michael,,,,,,1.0,,0.0,0.0,,,,,,,,
Angela,Desiree,,,,,,1.0,,1.0,0.0,,,,,,,,
Kellyn,James,,,,,,0.0,,,,,,,,,,,
Desiree,James,,,,,,0.0,,,,,,,,,,,
Domenick,Chelsea,,,,,,,1.0,1.0,0.0,0.0,,,0.0,,,,
Domenick,Bradley,,,,,,,0.0,,,,,,,,,,
Donathan,Chelsea,,,,,,,1.0,1.0,0.0,0.0,0.0,,0.0,,,,
Donathan,Bradley,,,,,,,0.0,,,,,,,,,,
Chelsea,Libby,,,,,,,1.0,1.0,0.0,,,,,,,,
Libby,Bradley,,,,,,,0.0,,,,,,,,,,
Wendell,Sebastian,,,,,,,,1.0,1.0,1.0,,,1.0,0.0,0.0,,
Wendell,Kellyn,,,,,,,,1.0,0.0,1.0,,0.0,0.0,0.0,,,
Wendell,Chelsea,,,,,,,,1.0,0.0,0.0,,,0.0,,,,
Wendell,Michael,,,,,,,,1.0,0.0,1.0,,0.0,,,,,
Wendell,Jenna,,,,,,,,1.0,1.0,1.0,,,,,,,
Wendell,Desiree,,,,,,,,0.0,0.0,0.0,,,,,,,
Domenick,Sebastian,,,,,,,,1.0,1.0,1.0,,,1.0,0.0,0.0,,
Domenick,Kellyn,,,,,,,,1.0,0.0,1.0,,0.0,0.0,0.0,,,
Domenick,Michael,,,,,,,,1.0,0.0,1.0,,0.0,,,,,
Domenick,Jenna,,,,,,,,1.0,1.0,1.0,,,,,,,
Domenick,Desiree,,,,,,,,0.0,0.0,0.0,,,,,,,
Laurel,Sebastian,,,,,,,,1.0,0.0,1.0,,,1.0,0.0,0.0,,
Laurel,Kellyn,,,,,,,,1.0,1.0,1.0,,0.0,0.0,0.0,,,
Laurel,Chelsea,,,,,,,,1.0,1.0,0.0,,,0.0,,,,
Laurel,Desiree,,,,,,,,0.0,1.0,0.0,,,,,,,
Angela,Sebastian,,,,,,,,0.0,1.0,,1.0,,0.0,1.0,0.0,,
Angela,Chelsea,,,,,,,,0.0,0.0,,1.0,,1.0,,,,
Angela,Jenna,,,,,,,,0.0,1.0,,0.0,,,,,,
Donathan,Sebastian,,,,,,,,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,,
Donathan,Kellyn,,,,,,,,1.0,0.0,1.0,,,0.0,0.0,,,
Donathan,Desiree,,,,,,,,0.0,0.0,0.0,,,,,,,
Sebastian,Libby,,,,,,,,1.0,1.0,,,,,,,,
Kellyn,Libby,,,,,,,,1.0,0.0,,,,,,,,
Desiree,Libby,,,,,,,,0.0,0.0,,,,,,,,
