,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Colby,Rupert,1.0,0.0,,0.0,0.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,
Colby,Candice,1.0,0.0,,0.0,0.0,,1.0,,,,1.0,0.0,0.0,,,,
Colby,Amanda,1.0,0.0,,0.0,0.0,,1.0,,,,1.0,1.0,,,,,
Colby,J.T.,1.0,0.0,,1.0,0.0,,1.0,,,,1.0,,,,,,
Colby,James,1.0,0.0,,0.0,0.0,,0.0,,,,,,,,,,
Colby,Tom,1.0,1.0,,1.0,1.0,,,,,,,,,,,,
Colby,Cirie,1.0,0.0,,0.0,,,,,,,,,,,,,
Colby,Stephenie,1.0,1.0,,,,,,,,,,,,,,,
Colby,Sugar,0.0,,,,,,,,,,,,,,,,
Rupert,Candice,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,0.0,0.0,,,,
Rupert,Amanda,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,
Rupert,J.T.,1.0,1.0,,0.0,1.0,,1.0,,,,1.0,,,,,,
Rupert,James,1.0,1.0,,1.0,1.0,,0.0,,,,,,,,,,
Rupert,Tom,1.0,0.0,,0.0,0.0,,,,,,,,,,,,
Rupert,Cirie,1.0,1.0,,1.0,,,,,,,,,,,,,
Rupert,Stephenie,1.0,0.0,,,,,,,,,,,,,,,
Rupert,Sugar,0.0,,,,,,,,,,,,,,,,
Candice,Amanda,1.0,1.0,,1.0,1.0,,1.0,,,,1.0,0.0,,,,,
Candice,J.T.,1.0,1.0,,0.0,1.0,,1.0,,,,1.0,,,,,,
Candice,James,1.0,1.0,,1.0,1.0,,0.0,,,,,,,,,,
Candice,Tom,1.0,0.0,,0.0,0.0,,,,,,,,,,,,
Candice,Cirie,1.0,1.0,,1.0,,,,,,,,,,,,,
Candice,Stephenie,1.0,0.0,,,,,,,,,,,,,,,
Candice,Sugar,0.0,,,,,,,,,,,,,,,,
Amanda,J.T.,1.0,1.0,,0.0,1.0,,1.0,,,,1.0,,,,,,
Amanda,James,1.0,1.0,,1.0,1.0,,0.0,,,,,,,,,,
Amanda,Tom,1.0,0.0,,0.0,0.0,,,,,,,,,,,,
Amanda,Cirie,1.0,1.0,,1.0,,,,,,,,,,,,,
Amanda,Stephenie,1.0,0.0,,,,,,,,,,,,,,,
Amanda,Sugar,0.0,,,,,,,,,,,,,,,,
J.T.,James,1.0,1.0,,0.0,1.0,,0.0,,,,,,,,,,
J.T.,Tom,1.0,0.0,,1.0,0.0,,,,,,,,,,,,
J.T.,Cirie,1.0,1.0,,0.0,,,,,,,,,,,,,
J.T.,Stephenie,1.0,0.0,,,,,,,,,,,,,,,
J.T.,Sugar,0.0,,,,,,,,,,,,,,,,
James,Tom,1.0,0.0,,0.0,0.0,,,,,,,,,,,,
James,Cirie,1.0,1.0,,1.0,,,,,,,,,,,,,
James,Stephenie,1.0,0.0,,,,,,,,,,,,,,,
James,Sugar,0.0,,,,,,,,,,,,,,,,
Tom,Cirie,1.0,0.0,,0.0,,,,,,,,,,,,,
Tom,Stephenie,1.0,1.0,,,,,,,,,,,,,,,
Tom,Sugar,0.0,,,,,,,,,,,,,,,,
Cirie,Stephenie,1.0,0.0,,,,,,,,,,,,,,,
Cirie,Sugar,0.0,,,,,,,,,,,,,,,,
Stephenie,Sugar,0.0,,,,,,,,,,,,,,,,
Sandra,Parvati,,,1.0,,,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Sandra,Russell,,,1.0,,,0.0,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
Sandra,Jerri,,,1.0,,,1.0,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
Sandra,Danielle,,,1.0,,,0.0,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,,,
Sandra,Courtney,,,1.0,,,1.0,,1.0,1.0,0.0,,,,,,,
Sandra,Coach,,,1.0,,,1.0,,0.0,0.0,,,,,,,,
Sandra,Rob,,,1.0,,,1.0,,1.0,,,,,,,,,
Sandra,Tyson,,,1.0,,,1.0,,,,,,,,,,,
Sandra,Randy,,,0.0,,,,,,,,,,,,,,
Parvati,Russell,,,1.0,,,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
Parvati,Jerri,,,1.0,,,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
Parvati,Danielle,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
Parvati,Courtney,,,1.0,,,0.0,,0.0,1.0,0.0,,,,,,,
Parvati,Coach,,,1.0,,,0.0,,1.0,0.0,,,,,,,,
Parvati,Rob,,,1.0,,,0.0,,0.0,,,,,,,,,
Parvati,Tyson,,,1.0,,,0.0,,,,,,,,,,,
Parvati,Randy,,,0.0,,,,,,,,,,,,,,
Russell,Jerri,,,1.0,,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Russell,Danielle,,,1.0,,,1.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,,
Russell,Courtney,,,1.0,,,0.0,,0.0,0.0,0.0,,,,,,,
Russell,Coach,,,1.0,,,0.0,,1.0,1.0,,,,,,,,
Russell,Rob,,,1.0,,,0.0,,0.0,,,,,,,,,
Russell,Tyson,,,1.0,,,0.0,,,,,,,,,,,
Russell,Randy,,,0.0,,,,,,,,,,,,,,
Jerri,Danielle,,,1.0,,,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,,
Jerri,Courtney,,,1.0,,,1.0,,0.0,0.0,0.0,,,,,,,
Jerri,Coach,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
Jerri,Rob,,,1.0,,,1.0,,0.0,,,,,,,,,
Jerri,Tyson,,,1.0,,,1.0,,,,,,,,,,,
Jerri,Randy,,,0.0,,,,,,,,,,,,,,
Danielle,Courtney,,,1.0,,,0.0,,0.0,1.0,0.0,,,,,,,
Danielle,Coach,,,1.0,,,0.0,,1.0,0.0,,,,,,,,
Danielle,Rob,,,1.0,,,0.0,,0.0,,,,,,,,,
Danielle,Tyson,,,1.0,,,0.0,,,,,,,,,,,
Danielle,Randy,,,0.0,,,,,,,,,,,,,,
Courtney,Coach,,,1.0,,,1.0,,0.0,0.0,,,,,,,,
Courtney,Rob,,,1.0,,,1.0,,1.0,,,,,,,,,
Courtney,Tyson,,,1.0,,,1.0,,,,,,,,,,,
Courtney,Randy,,,0.0,,,,,,,,,,,,,,
Coach,Rob,,,1.0,,,1.0,,0.0,,,,,,,,,
Coach,Tyson,,,1.0,,,1.0,,,,,,,,,,,
Coach,Randy,,,0.0,,,,,,,,,,,,,,
Rob,Tyson,,,1.0,,,1.0,,,,,,,,,,,
Rob,Randy,,,0.0,,,,,,,,,,,,,,
Tyson,Randy,,,0.0,,,,,,,,,,,,,,
Sandra,Colby,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,
Sandra,Rupert,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,
Sandra,Candice,,,,,,,,,,,0.0,1.0,0.0,,,,
