,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Sandra,Amanda,,,,,,,,,,,0.0,0.0,,,,,
Sandra,J.T.,,,,,,,,,,,0.0,,,,,,
Parvati,Colby,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
Parvati,Rupert,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Parvati,Candice,,,,,,,,,,,0.0,1.0,1.0,,,,
Parvati,Amanda,,,,,,,,,,,0.0,0.0,,,,,
Parvati,J.T.,,,,,,,,,,,0.0,,,,,,
Russell,Colby,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,
Russell,Rupert,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,,
Russell,Candice,,,,,,,,,,,0.0,1.0,0.0,,,,
Russell,Amanda,,,,,,,,,,,0.0,0.0,,,,,
Russell,J.T.,,,,,,,,,,,0.0,,,,,,
Jerri,Colby,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,
Jerri,Rupert,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,,
Jerri,Candice,,,,,,,,,,,0.0,1.0,0.0,,,,
Jerri,Amanda,,,,,,,,,,,0.0,0.0,,,,,
Jerri,J.T.,,,,,,,,,,,0.0,,,,,,
Colby,Danielle,,,,,,,,,,,0.0,0.0,0.0,0.0,,,
Rupert,Danielle,,,,,,,,,,,0.0,0.0,0.0,0.0,,,
Danielle,Candice,,,,,,,,,,,0.0,1.0,1.0,,,,
Danielle,Amanda,,,,,,,,,,,0.0,0.0,,,,,
Danielle,J.T.,,,,,,,,,,,0.0,,,,,,
