,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Spencer,Kelley,1.0,0.0,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0
Spencer,Abi-Maria,1.0,0.0,,,,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,
Spencer,Kelly,0.0,1.0,,,0.0,,0.0,1.0,1.0,0.0,,,,,,,
Spencer,Woo,0.0,1.0,,,,,0.0,,,,,,,,,,
Spencer,Terry,0.0,0.0,,,,,,,,,,,,,,,
Spencer,Jeff,1.0,1.0,,,,,,,,,,,,,,,
Spencer,Peih-Gee,1.0,1.0,,,,,,,,,,,,,,,
Spencer,Shirin,1.0,0.0,,,,,,,,,,,,,,,
Spencer,Vytas,0.0,,,,,,,,,,,,,,,,
Kelley,Abi-Maria,1.0,1.0,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,
Kelley,Kelly,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,
Kelley,Woo,0.0,0.0,,,,,,,,,,,,,,,
Kelley,Terry,0.0,1.0,,,,,,,,,,,,,,,
Kelley,Jeff,1.0,0.0,,,,,,,,,,,,,,,
Kelley,Peih-Gee,1.0,0.0,,,,,,,,,,,,,,,
Kelley,Shirin,1.0,1.0,,,,,,,,,,,,,,,
Kelley,Vytas,0.0,,,,,,,,,,,,,,,,
Abi-Maria,Kelly,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,,
Abi-Maria,Woo,0.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,
Abi-Maria,Terry,0.0,1.0,,,,,,,,,,,,,,,
Abi-Maria,Jeff,1.0,0.0,1.0,0.0,,,,,,,,,,,,,
Abi-Maria,Peih-Gee,1.0,0.0,0.0,,,,,,,,,,,,,,
Abi-Maria,Shirin,1.0,1.0,,,,,,,,,,,,,,,
Abi-Maria,Vytas,0.0,,,,,,,,,,,,,,,,
Kelly,Woo,1.0,1.0,,,,,1.0,,,,,,,,,,
Kelly,Terry,1.0,0.0,,,,,,,,,,,,,,,
Kelly,Jeff,0.0,1.0,,,,,,,,,,,,,,,
Kelly,Peih-Gee,0.0,1.0,,,,,,,,,,,,,,,
Kelly,Shirin,0.0,0.0,,,,,,,,,,,,,,,
Kelly,Vytas,1.0,,,,,,,,,,,,,,,,
Woo,Terry,1.0,0.0,,,,,,,,,,,,,,,
Woo,Jeff,0.0,1.0,0.0,0.0,,,,,,,,,,,,,
Woo,Peih-Gee,0.0,1.0,1.0,,,,,,,,,,,,,,
Woo,Shirin,0.0,0.0,,,,,,,,,,,,,,,
Woo,Vytas,1.0,,,,,,,,,,,,,,,,
Terry,Jeff,0.0,0.0,,,,,,,,,,,,,,,
Terry,Peih-Gee,0.0,0.0,,,,,,,,,,,,,,,
Terry,Shirin,0.0,1.0,,,,,,,,,,,,,,,
Terry,Vytas,1.0,,,,,,,,,,,,,,,,
Jeff,Peih-Gee,1.0,1.0,0.0,,,,,,,,,,,,,,
Jeff,Shirin,1.0,0.0,,,,,,,,,,,,,,,
Jeff,Vytas,0.0,,,,,,,,,,,,,,,,
Peih-Gee,Shirin,1.0,0.0,,,,,,,,,,,,,,,
Peih-Gee,Vytas,0.0,,,,,,,,,,,,,,,,
Shirin,Vytas,0.0,,,,,,,,,,,,,,,,
Tasha,Abi-Maria,,,1.0,1.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,
Tasha,Andrew,,,1.0,1.0,,,,1.0,1.0,,,,,,,,
Tasha,Woo,,,0.0,1.0,,,,,,,,,,,,,
Tasha,Jeff,,,1.0,0.0,,,,,,,,,,,,,
Tasha,Peih-Gee,,,0.0,,,,,,,,,,,,,,
Abi-Maria,Andrew,,,1.0,1.0,,,0.0,0.0,0.0,,,,,,,,
Andrew,Woo,,,0.0,1.0,,,1.0,,,,,,,,,,
Andrew,Jeff,,,1.0,0.0,,,,,,,,,,,,,
Andrew,Peih-Gee,,,0.0,,,,,,,,,,,,,,
Jeremy,Spencer,,,,,0.0,,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,1.0,1.0
Jeremy,Kimmi,,,,,1.0,,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,
Jeremy,Stephen,,,,,1.0,,,0.0,1.0,1.0,1.0,1.0,,,,,
Jeremy,Kelly,,,,,1.0,,,1.0,1.0,0.0,,,,,,,
Jeremy,Monica,,,,,0.0,,,,,,,,,,,,
Spencer,Kimmi,,,,,0.0,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,,
Spencer,Stephen,,,,,0.0,,,0.0,1.0,1.0,0.0,0.0,,,,,
Spencer,Monica,,,,,1.0,,,,,,,,,,,,
Kimmi,Stephen,,,,,1.0,,,1.0,1.0,0.0,1.0,1.0,,,,,
Kimmi,Kelly,,,,,1.0,,,0.0,1.0,1.0,,,,,,,
Kimmi,Monica,,,,,0.0,,,,,,,,,,,,
Stephen,Kelly,,,,,1.0,,,0.0,1.0,0.0,,,,,,,
Stephen,Monica,,,,,0.0,,,,,,,,,,,,
Kelly,Monica,,,,,0.0,,,,,,,,,,,,
Spencer,Ciera,,,,,,,1.0,0.0,0.0,1.0,1.0,,,,,,
Spencer,Andrew,,,,,,,0.0,0.0,1.0,,,,,,,,
Spencer,Kass,,,,,,,1.0,0.0,,,,,,,,,
Abi-Maria,Ciera,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,
Abi-Maria,Kass,,,,,,,1.0,1.0,,,,,,,,,
Ciera,Kelly,,,,,,,0.0,0.0,0.0,0.0,,,,,,,
Ciera,Andrew,,,,,,,0.0,0.0,0.0,,,,,,,,
Ciera,Kass,,,,,,,1.0,1.0,,,,,,,,,
Ciera,Woo,,,,,,,0.0,,,,,,,,,,
Kelly,Andrew,,,,,,,1.0,0.0,1.0,,,,,,,,
Kelly,Kass,,,,,,,0.0,0.0,,,,,,,,,
Andrew,Kass,,,,,,,0.0,0.0,,,,,,,,,
Kass,Woo,,,,,,,0.0,,,,,,,,,,
Jeremy,Tasha,,,,,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,1.0,1.0
Jeremy,Kelley,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0
Jeremy,Keith,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,
Jeremy,Abi-Maria,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,
Jeremy,Joe,,,,,,,,1.0,1.0,0.0,0.0,,0.0,,,,
Jeremy,Ciera,,,,,,,,0.0,0.0,1.0,0.0,,,,,,
Jeremy,Andrew,,,,,,,,0.0,1.0,,,,,,,,
Jeremy,Kass,,,,,,,,0.0,,,,,,,,,
Spencer,Tasha,,,,,,,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,1.0,1.0
Spencer,Keith,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,
Spencer,Joe,,,,,,,,1.0,1.0,0.0,1.0,,0.0,,,,
Tasha,Kelley,,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0
Tasha,Keith,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,
Tasha,Kimmi,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,
Tasha,Joe,,,,,,,,0.0,1.0,1.0,1.0,,0.0,,,,
Tasha,Stephen,,,,,,,,1.0,1.0,0.0,0.0,1.0,,,,,
Tasha,Ciera,,,,,,,,0.0,0.0,0.0,1.0,,,,,,
