,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Tasha,Kelly,,,,,,,,0.0,1.0,1.0,,,,,,,
Tasha,Kass,,,,,,,,0.0,,,,,,,,,
Kelley,Keith,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,1.0,
Kelley,Kimmi,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,
Kelley,Joe,,,,,,,,0.0,0.0,0.0,1.0,,0.0,,,,
Kelley,Stephen,,,,,,,,1.0,0.0,1.0,0.0,0.0,,,,,
Kelley,Ciera,,,,,,,,0.0,1.0,1.0,1.0,,,,,,
Kelley,Andrew,,,,,,,,1.0,0.0,,,,,,,,
Kelley,Kass,,,,,,,,0.0,,,,,,,,,
Keith,Kimmi,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,
Keith,Abi-Maria,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,
Keith,Joe,,,,,,,,0.0,1.0,1.0,1.0,,1.0,,,,
Keith,Stephen,,,,,,,,1.0,1.0,0.0,0.0,0.0,,,,,
Keith,Ciera,,,,,,,,0.0,0.0,0.0,1.0,,,,,,
Keith,Kelly,,,,,,,,0.0,1.0,1.0,,,,,,,
Keith,Andrew,,,,,,,,1.0,1.0,,,,,,,,
Keith,Kass,,,,,,,,0.0,,,,,,,,,
Kimmi,Abi-Maria,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,
Kimmi,Joe,,,,,,,,0.0,1.0,1.0,0.0,,0.0,,,,
Kimmi,Ciera,,,,,,,,0.0,0.0,0.0,0.0,,,,,,
Kimmi,Andrew,,,,,,,,1.0,1.0,,,,,,,,
Kimmi,Kass,,,,,,,,0.0,,,,,,,,,
Abi-Maria,Joe,,,,,,,,0.0,0.0,0.0,1.0,,0.0,,,,
Abi-Maria,Stephen,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,
Joe,Stephen,,,,,,,,0.0,1.0,0.0,0.0,,,,,,
Joe,Ciera,,,,,,,,0.0,0.0,0.0,1.0,,,,,,
Joe,Kelly,,,,,,,,1.0,1.0,1.0,,,,,,,
Joe,Andrew,,,,,,,,0.0,1.0,,,,,,,,
Joe,Kass,,,,,,,,0.0,,,,,,,,,
Stephen,Ciera,,,,,,,,0.0,0.0,1.0,0.0,,,,,,
Stephen,Andrew,,,,,,,,1.0,1.0,,,,,,,,
Stephen,Kass,,,,,,,,0.0,,,,,,,,,
