,Alliance_1,Tribal Count_1,Index_1,Alliance_2,Tribal Count_2,Index_2,Alliance_3,Tribal Count_3,Index_3,Alliance_4,Tribal Count_4,Index_4,Alliance_5,Tribal Count_5,Index_5
Jeremy,Stephen,6.0,0.8333333333333334,Kimmi,8.0,0.75,Kelly,4.0,0.75,Spencer,10.0,0.7,Tasha,9.0,0.6666666666666666
Spencer,Jeremy,10.0,0.7,Tasha,9.0,0.6666666666666666,Abi-Maria,10.0,0.6,Ciera,5.0,0.6,Joe,5.0,0.6
Tasha,Andrew,4.0,1.0,Kimmi,7.0,0.8571428571428571,Jeremy,9.0,0.6666666666666666,Spencer,9.0,0.6666666666666666,Joe,5.0,0.6
Kelley,Abi-Maria,9.0,0.7777777777777778,Ciera,4.0,0.75,Keith,8.0,0.625,Spencer,11.0,0.45454545454545453,Stephen,5.0,0.4
Keith,Joe,5.0,0.8,Kelley,8.0,0.625,Tasha,8.0,0.5,Kimmi,7.0,0.42857142857142855,Stephen,5.0,0.4
Kimmi,Tasha,7.0,0.8571428571428571,Stephen,6.0,0.8333333333333334,Jeremy,8.0,0.75,Kelly,4.0,0.75,Keith,7.0,0.42857142857142855
Abi-Maria,Ciera,5.0,1.0,Kelley,9.0,0.7777777777777778,Spencer,10.0,0.6,Jeff,4.0,0.5,Tasha,9.0,0.4444444444444444
Joe,Keith,5.0,0.8,Spencer,5.0,0.6,Tasha,5.0,0.6,Jeremy,5.0,0.4,Kimmi,5.0,0.4
Stephen,Jeremy,6.0,0.8333333333333334,Kimmi,6.0,0.8333333333333334,Tasha,5.0,0.6,Kelly,4.0,0.5,Kelley,5.0,0.4
Ciera,Abi-Maria,5.0,1.0,Kelley,4.0,0.75,Spencer,5.0,0.6,Jeremy,4.0,0.25,Tasha,4.0,0.25
Kelly,Jeremy,4.0,0.75,Kimmi,4.0,0.75,Stephen,4.0,0.5,Spencer,7.0,0.42857142857142855,Abi-Maria,6.0,0.0
Andrew,Tasha,4.0,1.0,Abi-Maria,5.0,0.4,,,,,,,,,
Woo,Jeff,4.0,0.25,Abi-Maria,5.0,0.2,,,,,,,,,
Jeff,Abi-Maria,4.0,0.5,Woo,4.0,0.25,,,,,,,,,
