,Alliance_1,Tribal Count_1,Index_1,Alliance_2,Tribal Count_2,Index_2,Alliance_3,Tribal Count_3,Index_3,Alliance_4,Tribal Count_4,Index_4,Alliance_5,Tribal Count_5,Index_5
Tony,Ben,9.0,0.8888888888888888,Sophie,6.0,0.8333333333333334,Jeremy,6.0,0.8333333333333334,Sarah,11.0,0.7272727272727273,Nick,9.0,0.5555555555555556
Michele,Jeremy,8.0,0.75,Nick,9.0,0.6666666666666666,Parvati,4.0,0.5,Sophie,4.0,0.5,Adam,5.0,0.4
Sarah,Sophie,7.0,0.8571428571428571,Denise,7.0,0.8571428571428571,Ben,10.0,0.8,Tony,11.0,0.7272727272727273,Kim,7.0,0.42857142857142855
Ben,Sophie,5.0,1.0,Tony,9.0,0.8888888888888888,Adam,6.0,0.8333333333333334,Denise,10.0,0.8,Sarah,10.0,0.8
Denise,Sarah,7.0,0.8571428571428571,Ben,10.0,0.8,Adam,5.0,0.8,Kim,5.0,0.6,Tony,8.0,0.5
Nick,Wendell,5.0,0.8,Michele,9.0,0.6666666666666666,Jeremy,5.0,0.6,Ben,7.0,0.5714285714285714,Tony,9.0,0.5555555555555556
Jeremy,Tony,6.0,0.8333333333333334,Michele,8.0,0.75,Ben,8.0,0.625,Adam,5.0,0.6,Kim,5.0,0.6
Kim,Tyson,5.0,0.8,Sophie,6.0,0.6666666666666666,Denise,5.0,0.6,Jeremy,5.0,0.6,Ben,5.0,0.6
Sophie,Ben,5.0,1.0,Sarah,7.0,0.8571428571428571,Tony,6.0,0.8333333333333334,Kim,6.0,0.6666666666666666,Michele,4.0,0.5
Tyson,Kim,5.0,0.8,Tony,5.0,0.4,Nick,5.0,0.4,Sophie,5.0,0.4,Sarah,5.0,0.2
Adam,Ben,6.0,0.8333333333333334,Denise,5.0,0.8,Jeremy,5.0,0.6,Rob,4.0,0.5,Michele,5.0,0.4
Wendell,Nick,5.0,0.8,Yul,4.0,0.75,,,,,,,,,
Yul,Wendell,4.0,0.75,Nick,4.0,0.5,,,,,,,,,
Parvati,Michele,4.0,0.5,,,,,,,,,,,,
Rob,Ben,4.0,0.5,Adam,4.0,0.5,,,,,,,,,
