,Alliance_1,Tribal Count_1,Index_1,Alliance_2,Tribal Count_2,Index_2,Alliance_3,Tribal Count_3,Index_3,Alliance_4,Tribal Count_4,Index_4,Alliance_5,Tribal Count_5,Index_5
Chris,Rick,5.0,0.8,Lauren,5.0,0.2,,,,,,,,,
Gavin,Victoria,11.0,0.8181818181818182,Lauren,11.0,0.8181818181818182,Julie,10.0,0.8,Eric,4.0,0.75,Kelley,6.0,0.6666666666666666
Julie,Ron,7.0,0.8571428571428571,Gavin,10.0,0.8,Victoria,9.0,0.7777777777777778,Lauren,10.0,0.7,Kelley,5.0,0.6
Rick,David,8.0,0.875,Chris,5.0,0.8,Wardog,10.0,0.5,Ron,7.0,0.42857142857142855,Lauren,14.0,0.35714285714285715
Lauren,Kelley,10.0,1.0,Wardog,11.0,0.8181818181818182,Gavin,11.0,0.8181818181818182,Julie,10.0,0.7,Victoria,10.0,0.6
Victoria,Ron,7.0,0.8571428571428571,Gavin,11.0,0.8181818181818182,Julie,9.0,0.7777777777777778,Eric,4.0,0.75,Aurora,8.0,0.625
Aurora,Wardog,6.0,0.6666666666666666,Victoria,8.0,0.625,Kelley,5.0,0.6,Ron,7.0,0.5714285714285714,Lauren,8.0,0.5
Ron,Julie,7.0,0.8571428571428571,Victoria,7.0,0.8571428571428571,Gavin,7.0,0.5714285714285714,Aurora,7.0,0.5714285714285714,Wardog,6.0,0.5
Wardog,Kelley,10.0,0.9,Lauren,11.0,0.8181818181818182,Aurora,6.0,0.6666666666666666,Victoria,7.0,0.5714285714285714,David,9.0,0.5555555555555556
Kelley,Lauren,10.0,1.0,Wardog,10.0,0.9,Gavin,6.0,0.6666666666666666,Julie,5.0,0.6,Aurora,5.0,0.6
David,Rick,8.0,0.875,Lauren,9.0,0.5555555555555556,Wardog,9.0,0.5555555555555556,Kelley,9.0,0.5555555555555556,Gavin,5.0,0.4
Eric,Gavin,4.0,0.75,Victoria,4.0,0.75,,,,,,,,,
Wendy,Lauren,4.0,0.0,Wardog,4.0,0.0,Kelley,4.0,0.0,David,4.0,0.0,,,
