,,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Ethan,Kim J.,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
Ethan,Lex,1.0,1.0,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
Ethan,Tom,0.0,0.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
Ethan,Kelly,1.0,1.0,,,,,1.0,0.0,,,,,,
Ethan,Clarence,1.0,1.0,,,1.0,,0.0,,,,,,,
Ethan,Jessie,1.0,0.0,,,,,,,,,,,,
Ethan,Diane,0.0,,,,,,,,,,,,,
Kim J.,Lex,1.0,1.0,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,
Kim J.,Tom,0.0,0.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
Kim J.,Kelly,1.0,1.0,,,,,1.0,0.0,,,,,,
Kim J.,Clarence,1.0,1.0,,,1.0,,0.0,,,,,,,
Kim J.,Jessie,1.0,0.0,,,,,,,,,,,,
Kim J.,Diane,0.0,,,,,,,,,,,,,
Lex,Tom,0.0,0.0,,,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,
Lex,Kelly,1.0,1.0,,,,,1.0,0.0,,,,,,
Lex,Clarence,1.0,1.0,,,,,0.0,,,,,,,
Lex,Jessie,1.0,0.0,,,,,,,,,,,,
Lex,Diane,0.0,,,,,,,,,,,,,
Tom,Kelly,0.0,0.0,,,,,1.0,0.0,,,,,,
Tom,Clarence,0.0,0.0,,,,,0.0,,,,,,,
Tom,Jessie,0.0,1.0,,,,,,,,,,,,
Tom,Diane,1.0,,,,,,,,,,,,,
Kelly,Clarence,1.0,1.0,,,,,0.0,,,,,,,
Kelly,Jessie,1.0,0.0,,,,,,,,,,,,
Kelly,Diane,0.0,,,,,,,,,,,,,
Clarence,Jessie,1.0,0.0,,,,,,,,,,,,
Clarence,Diane,0.0,,,,,,,,,,,,,
Jessie,Diane,0.0,,,,,,,,,,,,,
Teresa,Kim P.,,,,0.0,,,0.0,1.0,1.0,1.0,1.0,,,
Teresa,Frank,,,,1.0,1.0,,0.0,1.0,1.0,0.0,,,,
Teresa,Brandon,,,,0.0,,,0.0,0.0,0.0,,,,,
Teresa,Lindsey,,,,0.0,,,,,,,,,,
Teresa,Silas,,,,0.0,0.0,,,,,,,,,
Teresa,Linda,,,,1.0,,,,,,,,,,
Kim P.,Frank,,,,0.0,,,1.0,1.0,1.0,0.0,,,,
Kim P.,Brandon,,,,1.0,,,1.0,0.0,0.0,,,,,
Kim P.,Lindsey,,,,1.0,,,,,,,,,,
Kim P.,Silas,,,,1.0,,,,,,,,,,
Kim P.,Linda,,,,0.0,,,,,,,,,,
Frank,Brandon,,,,0.0,,,1.0,0.0,0.0,,,,,
Frank,Lindsey,,,,0.0,,,,,,,,,,
Frank,Silas,,,,0.0,0.0,,,,,,,,,
Frank,Linda,,,,1.0,,,,,,,,,,
Brandon,Lindsey,,,,1.0,,,,,,,,,,
Brandon,Silas,,,,1.0,,,,,,,,,,
Brandon,Linda,,,,0.0,,,,,,,,,,
Lindsey,Silas,,,,1.0,,,,,,,,,,
Lindsey,Linda,,,,0.0,,,,,,,,,,
Silas,Linda,,,,0.0,,,,,,,,,,
Ethan,Teresa,,,,,1.0,,0.0,0.0,1.0,1.0,0.0,0.0,,
Ethan,Frank,,,,,1.0,,1.0,0.0,1.0,0.0,,,,
Ethan,Silas,,,,,0.0,,,,,,,,,
Kim J.,Teresa,,,,,1.0,,0.0,0.0,1.0,1.0,0.0,0.0,,
Kim J.,Frank,,,,,1.0,,1.0,0.0,1.0,0.0,,,,
Kim J.,Silas,,,,,0.0,,,,,,,,,
Teresa,Clarence,,,,,1.0,,1.0,,,,,,,
Frank,Clarence,,,,,1.0,,0.0,,,,,,,
Clarence,Silas,,,,,0.0,,,,,,,,,
Ethan,Kim P.,,,,,,,1.0,0.0,1.0,1.0,0.0,,,
Ethan,Brandon,,,,,,,1.0,1.0,0.0,,,,,
Kim J.,Kim P.,,,,,,,1.0,0.0,1.0,1.0,0.0,,,
Kim J.,Brandon,,,,,,,1.0,1.0,0.0,,,,,
Lex,Teresa,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,
Lex,Kim P.,,,,,,,1.0,0.0,0.0,1.0,0.0,,,
Lex,Frank,,,,,,,1.0,0.0,0.0,0.0,,,,
Lex,Brandon,,,,,,,1.0,1.0,1.0,,,,,
Tom,Teresa,,,,,,,0.0,0.0,1.0,1.0,0.0,0.0,,
Tom,Kim P.,,,,,,,1.0,0.0,1.0,1.0,0.0,,,
Tom,Frank,,,,,,,1.0,0.0,1.0,0.0,,,,
Tom,Brandon,,,,,,,1.0,1.0,0.0,,,,,
Teresa,Kelly,,,,,,,0.0,1.0,,,,,,
Kim P.,Kelly,,,,,,,1.0,1.0,,,,,,
Kim P.,Clarence,,,,,,,0.0,,,,,,,
Frank,Kelly,,,,,,,1.0,1.0,,,,,,
Brandon,Kelly,,,,,,,1.0,0.0,,,,,,
Brandon,Clarence,,,,,,,0.0,,,,,,,
