,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Chase,Benry,,1.0,,,1.0,,1.0,,1.0,0.0,1.0,,,0.0,,,
Chase,Kelly S.,,1.0,,,,,,,1.0,1.0,0.0,,,,,,
Chase,NaOnka,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,
Chase,Brenda,,1.0,,,,,,,1.0,1.0,0.0,,,,,,
Chase,Alina,,0.0,,,1.0,,1.0,,0.0,,,,,,,,
Chase,Kelly B.,,1.0,,,,,,,,,,,,,,,
Chase,Shannon,,0.0,,,,,,,,,,,,,,,
Sash,Benry,,1.0,,,,,,,1.0,0.0,1.0,,,0.0,,,
Sash,Kelly S.,,1.0,,,,0.0,,1.0,1.0,1.0,0.0,,,,,,
Sash,NaOnka,,1.0,,,,,,,1.0,1.0,1.0,,,,,,
Sash,Brenda,,1.0,,,,0.0,,1.0,1.0,1.0,0.0,,,,,,
Sash,Alina,,0.0,,,,,,,0.0,,,,,,,,
Sash,Kelly B.,,1.0,,,,1.0,,,,,,,,,,,
Sash,Shannon,,0.0,,,,,,,,,,,,,,,
Benry,Kelly S.,,1.0,,,,,,,1.0,0.0,0.0,,,,,,
Benry,NaOnka,,1.0,,,1.0,,1.0,,1.0,0.0,1.0,,,,,,
Benry,Brenda,,1.0,,,,,,,1.0,0.0,0.0,,,,,,
Benry,Alina,,0.0,,,1.0,,1.0,,0.0,,,,,,,,
Benry,Kelly B.,,1.0,,,,,,,,,,,,,,,
Benry,Shannon,,0.0,,,,,,,,,,,,,,,
Kelly S.,NaOnka,,1.0,,,,,,,1.0,1.0,0.0,,,,,,
Kelly S.,Brenda,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,
Kelly S.,Alina,,0.0,,,,,,,0.0,,,,,,,,
Kelly S.,Kelly B.,,1.0,,,,0.0,,,,,,,,,,,
Kelly S.,Shannon,,0.0,,,,,,,,,,,,,,,
NaOnka,Brenda,,1.0,,,,,,,1.0,1.0,0.0,,,,,,
NaOnka,Alina,,0.0,,,1.0,,1.0,,0.0,,,,,,,,
NaOnka,Kelly B.,,1.0,,,,,,,,,,,,,,,
NaOnka,Shannon,,0.0,,,,,,,,,,,,,,,
Brenda,Alina,,0.0,,,,,,,0.0,,,,,,,,
Brenda,Kelly B.,,1.0,,,,0.0,,,,,,,,,,,
Brenda,Shannon,,0.0,,,,,,,,,,,,,,,
Alina,Kelly B.,,0.0,,,,,,,,,,,,,,,
Alina,Shannon,,1.0,,,,,,,,,,,,,,,
Kelly B.,Shannon,,0.0,,,,,,,,,,,,,,,
Chase,Holly,,,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,0.0
Chase,Dan,,,,,1.0,,1.0,,1.0,0.0,1.0,,,0.0,1.0,0.0,
Chase,Yve,,,,,0.0,,0.0,,,,,,,,,,
Chase,Tyrone,,,,,0.0,,,,,,,,,,,,
Holly,Benry,,,,,1.0,,1.0,,1.0,0.0,1.0,,,0.0,,,
Holly,NaOnka,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,
Holly,Alina,,,,,1.0,,1.0,,0.0,,,,,,,,
Dan,Benry,,,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,,
Dan,NaOnka,,,,,1.0,,1.0,,1.0,0.0,1.0,,,,,,
Dan,Alina,,,,,1.0,,1.0,,0.0,,,,,,,,
Benry,Yve,,,,,0.0,,0.0,,,,,,,,,,
Benry,Tyrone,,,,,0.0,,,,,,,,,,,,
NaOnka,Yve,,,,,0.0,,0.0,,,,,,,,,,
NaOnka,Tyrone,,,,,0.0,,,,,,,,,,,,
Alina,Yve,,,,,0.0,,0.0,,,,,,,,,,
Alina,Tyrone,,,,,0.0,,,,,,,,,,,,
Fabio,Jane,,,,,,0.0,,1.0,0.0,0.0,1.0,,,0.0,0.0,,
Fabio,Marty,,,,,,0.0,,0.0,1.0,1.0,,,,,,,
Fabio,Jill,,,,,,0.0,,0.0,,,,,,,,,
Sash,Jane,,,,,,1.0,,1.0,0.0,1.0,1.0,,,1.0,0.0,,
Sash,Marty,,,,,,0.0,,0.0,1.0,0.0,,,,,,,
Sash,Jill,,,,,,0.0,,0.0,,,,,,,,,
Jane,Kelly S.,,,,,,0.0,,1.0,0.0,1.0,0.0,,,,,,
Jane,Brenda,,,,,,0.0,,1.0,0.0,1.0,0.0,,,,,,
Jane,Kelly B.,,,,,,1.0,,,,,,,,,,,
Kelly S.,Marty,,,,,,0.0,,0.0,1.0,0.0,,,,,,,
Kelly S.,Jill,,,,,,0.0,,0.0,,,,,,,,,
Brenda,Marty,,,,,,0.0,,0.0,1.0,0.0,,,,,,,
Brenda,Jill,,,,,,0.0,,0.0,,,,,,,,,
Marty,Kelly B.,,,,,,0.0,,,,,,,,,,,
Jill,Kelly B.,,,,,,0.0,,,,,,,,,,,
Fabio,Holly,,,,,,,,,1.0,0.0,1.0,,,0.0,1.0,1.0,0.0
Fabio,Dan,,,,,,,,,1.0,1.0,1.0,,,0.0,1.0,0.0,
Chase,Jane,,,,,,,,,0.0,1.0,1.0,,,1.0,0.0,,
Chase,Marty,,,,,,,,,1.0,0.0,,,,,,,
Sash,Holly,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,0.0
Sash,Dan,,,,,,,,,1.0,0.0,1.0,,,0.0,1.0,0.0,
Holly,Kelly S.,,,,,,,,,1.0,1.0,0.0,,,,,,
Holly,Brenda,,,,,,,,,1.0,1.0,0.0,,,,,,
Dan,Kelly S.,,,,,,,,,1.0,0.0,0.0,,,,,,
Dan,Brenda,,,,,,,,,1.0,0.0,0.0,,,,,,
Jane,Benry,,,,,,,,,0.0,0.0,1.0,,,0.0,,,
Jane,NaOnka,,,,,,,,,0.0,1.0,1.0,,,,,,
Jane,Alina,,,,,,,,,1.0,,,,,,,,
Benry,Marty,,,,,,,,,1.0,1.0,,,,,,,
NaOnka,Marty,,,,,,,,,1.0,0.0,,,,,,,
Marty,Alina,,,,,,,,,0.0,,,,,,,,
