,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Holly,Dan,1.0,,1.0,0.0,1.0,,1.0,,1.0,0.0,1.0,,,0.0,1.0,0.0,
Holly,Jane,1.0,,1.0,1.0,,,,,0.0,1.0,1.0,,,1.0,0.0,,
Holly,Marty,1.0,,1.0,0.0,,,,,1.0,0.0,,,,,,,
Holly,Jill,1.0,,1.0,0.0,,,,,,,,,,,,,
Holly,Yve,1.0,,1.0,0.0,0.0,,0.0,,,,,,,,,,
Holly,Tyrone,1.0,,1.0,0.0,0.0,,,,,,,,,,,,
Holly,Jimmy T.,1.0,,1.0,1.0,,,,,,,,,,,,,
Holly,Jimmy J.,1.0,,0.0,,,,,,,,,,,,,,
Holly,Wendy,0.0,,,,,,,,,,,,,,,,
Dan,Jane,1.0,,1.0,0.0,,,,,0.0,0.0,1.0,,,0.0,0.0,,
Dan,Marty,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,
Dan,Jill,1.0,,1.0,1.0,,,,,,,,,,,,,
Dan,Yve,1.0,,1.0,1.0,0.0,,0.0,,,,,,,,,,
Dan,Tyrone,1.0,,1.0,1.0,0.0,,,,,,,,,,,,
Dan,Jimmy T.,1.0,,1.0,0.0,,,,,,,,,,,,,
Dan,Jimmy J.,1.0,,0.0,,,,,,,,,,,,,,
Dan,Wendy,0.0,,,,,,,,,,,,,,,,
Jane,Marty,1.0,,1.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,
Jane,Jill,1.0,,1.0,0.0,,0.0,,0.0,,,,,,,,,
Jane,Yve,1.0,,1.0,0.0,,,,,,,,,,,,,
Jane,Tyrone,1.0,,1.0,0.0,,,,,,,,,,,,,
Jane,Jimmy T.,1.0,,1.0,1.0,,,,,,,,,,,,,
Jane,Jimmy J.,1.0,,0.0,,,,,,,,,,,,,,
Jane,Wendy,0.0,,,,,,,,,,,,,,,,
Marty,Jill,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,
Marty,Yve,1.0,,1.0,1.0,,,,,,,,,,,,,
Marty,Tyrone,1.0,,1.0,1.0,,,,,,,,,,,,,
Marty,Jimmy T.,1.0,,1.0,0.0,,,,,,,,,,,,,
Marty,Jimmy J.,1.0,,0.0,,,,,,,,,,,,,,
Marty,Wendy,0.0,,,,,,,,,,,,,,,,
Jill,Yve,1.0,,1.0,1.0,,,,,,,,,,,,,
Jill,Tyrone,1.0,,1.0,1.0,,,,,,,,,,,,,
Jill,Jimmy T.,1.0,,1.0,0.0,,,,,,,,,,,,,
Jill,Jimmy J.,1.0,,0.0,,,,,,,,,,,,,,
Jill,Wendy,0.0,,,,,,,,,,,,,,,,
Yve,Tyrone,1.0,,1.0,1.0,1.0,,,,,,,,,,,,
Yve,Jimmy T.,1.0,,1.0,0.0,,,,,,,,,,,,,
Yve,Jimmy J.,1.0,,0.0,,,,,,,,,,,,,,
Yve,Wendy,0.0,,,,,,,,,,,,,,,,
Tyrone,Jimmy T.,1.0,,1.0,0.0,,,,,,,,,,,,,
Tyrone,Jimmy J.,1.0,,0.0,,,,,,,,,,,,,,
Tyrone,Wendy,0.0,,,,,,,,,,,,,,,,
Jimmy T.,Jimmy J.,1.0,,0.0,,,,,,,,,,,,,,
Jimmy T.,Wendy,0.0,,,,,,,,,,,,,,,,
Jimmy J.,Wendy,0.0,,,,,,,,,,,,,,,,
Fabio,Chase,,0.0,,,,,,,1.0,0.0,1.0,,,0.0,1.0,1.0,1.0
Fabio,Sash,,0.0,,,,0.0,,1.0,1.0,0.0,1.0,,,0.0,1.0,1.0,1.0
Fabio,Benry,,0.0,,,,,,,1.0,1.0,1.0,,,0.0,,,
Fabio,Kelly S.,,0.0,,,,1.0,,1.0,1.0,0.0,0.0,,,,,,
Fabio,NaOnka,,0.0,,,,,,,1.0,0.0,1.0,,,,,,
Fabio,Brenda,,0.0,,,,1.0,,1.0,1.0,0.0,0.0,,,,,,
Fabio,Alina,,1.0,,,,,,,0.0,,,,,,,,
Fabio,Kelly B.,,0.0,,,,0.0,,,,,,,,,,,
Fabio,Shannon,,1.0,,,,,,,,,,,,,,,
Chase,Sash,,1.0,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0
