,Full Name,Contestant,Prev Season,Age,City,State,Job,Tribe Affiliation Original Tribe,Tribe Affiliation Switched Tribe,Tribe Affiliation Merged Tribe,Finish,VotesAgainst,Place,Returnee,Sole_Survivor,Made_Finale,Voted_Off,Made_Merge,Tm_IC,Tm_IC_W,Idv_IC,Idv_IC_W,Weeks_Played,Votes_Around,Votes_Safe,Votes_Cast,Votes_Sat_Out,Vote_Boot,Vote_Wrong,Wgt_Avg_IC,Wgt_Avg_Idv_IC,Final_Votes,Votes_Against
0,David Samson,David,[],45,Plantation,FL,Miami Marlins President,Luzon,,,1st Voted OutDay 3,4,18.0,False,False,False,1,False,1,0,0,0,2,1,0,1,0,0,1,0.0,,0,4
1,Garrett Adelstein,Garrett,[],27,Santa Monica,CA,Professional Poker Player,Luzon,,,2nd Voted OutDay 6,3,17.0,False,False,False,2,False,2,0,0,0,3,2,0,2,0,1,1,0.0,,0,3
2,Brice Johnston,Brice,[],27,Philadelphia,PA,Social Worker,Solana,,,3rd Voted Out Day 8,5,16.0,False,False,False,3,False,3,2,0,0,4,3,2,1,0,0,1,0.3333333333333333,,0,2
3,J'Tia Taylor,J'Tia,[],31,Chicago,IL,Nuclear Engineer,Luzon,,,4th Voted Out Day 11,7,15.0,False,False,False,4,False,4,1,0,0,5,4,1,3,0,2,1,0.125,,0,7
4,Cliff Robinson,Cliff,[],46,Buffalo,NY,Former NBA All-Star,Aparri,Solana,,5th Voted Out Day 14,4,14.0,False,False,False,5,False,5,4,0,0,6,5,4,1,0,0,1,0.4,,0,4
5,Lindsey Ogle,Lindsey,[],29,Kokomo,IN,Hairstylist,Aparri,Solana,,QuitDay 14,0,13.0,False,False,False,6,False,5,4,0,0,6,5,4,1,0,0,1,0.4,,0,0
6,Alexis Maxwell,Alexis,[],21,Addison,IL,Student,Solana,Aparri,,6th Voted Out Day 16,8,12.0,False,False,False,7,False,7,4,0,0,8,6,4,2,0,1,1,0.35714285714285715,,0,8
7,Sarah Lacina,Sarah,[],29,Cedar Rapids,IA,Police Officer,Aparri,Aparri,Solarrion,7th Voted Out 1st Jury MemberDay 19,6,11.0,False,False,False,8,True,7,5,1,0,9,7,5,2,0,1,1,0.375,0.0,0,6
8,Morgan McLeod,Morgan,[],21,San Jose,CA,Ex-NFL Cheerleader,Solana,Aparri,Solarrion,8th Voted Out 2nd Jury MemberDay 22,8,10.0,False,False,False,9,True,7,4,2,0,10,8,4,4,0,1,3,0.2777777777777778,0.0,0,8
9,LJ McKanas,LJ,[],34,Boston,MA,Horse Trainer,Solana,Solana,Solarrion,9th Voted Out 3rd Jury MemberDay 25,8,9.0,False,False,False,10,True,7,5,3,0,11,9,4,5,0,3,2,0.35,0.0,0,8
10,Jeremiah Wood,Jeremiah,[],34,Dobson,NC,Male Model,Solana,Aparri,Solarrion,10th Voted Out 4th Jury MemberDay 28,9,8.0,False,False,False,11,True,7,4,4,0,12,10,4,6,0,2,4,0.22727272727272727,0.0,0,9
11,Jefra Bland,Jefra,[],23,Campbellsville,KY,Miss Kentucky Teen USA,Solana,Solana,Solarrion,11th Voted Out 5th Jury MemberDay 30,9,7.0,False,False,False,12,True,7,5,5,0,13,11,4,7,0,5,2,0.2916666666666667,0.0,0,9
12,Tasha Fox,Tasha,[],36,St. Louis,MO,Accountant,Luzon,Aparri,Solarrion,12th Voted Out 6th Jury MemberDay 33,4,6.0,False,False,False,13,True,7,2,6,3,14,12,2,10,0,6,4,1.7307692307692308,3.5,0,4
13,Trish Hegarty,Trish,[],47,Needham,MA,Pilates Trainer,Aparri,Solana,Solarrion,13th Voted Out 7th Jury MemberDay 36,5,5.0,False,False,False,14,True,7,6,7,0,15,13,5,8,0,5,3,0.2857142857142857,0.0,0,5
14,Spencer Bledsoe,Spencer,[],21,Chicago,IL,Economics Student,Luzon,Aparri,Solarrion,14th Voted Out 8th Jury MemberDay 37,8,4.0,False,False,False,15,True,7,2,8,3,16,14,2,12,0,6,6,1.3,2.25,0,8
15,Kass McQuillen,Kass,[],41,Tehachapi,CA,Attorney,Luzon,Aparri,Solarrion,15th Voted Out 9th Jury MemberDay 38,2,3.0,False,False,False,16,True,7,2,9,1,17,15,2,12,1,9,3,0.28125,0.3333333333333333,0,2
16,Woo Hwang,Woo,[],29,Newport Beach,CA,Martial Arts Instructor,Aparri,Solana,Solarrion,Runner-Up,4,2.0,False,False,True,17,True,7,6,9,2,18,15,5,10,0,9,1,1.0,1.3333333333333333,1,4
17,Tony Vlachos,Tony,[],39,Jersey City,NJ,Police Officer,Aparri,Solana,Solarrion,Sole Survivor,5,1.0,False,True,True,17,True,7,6,9,0,18,15,5,9,1,9,0,0.25,0.0,8,5
